fecha,empresa,localidad,provincia,cupo_total_asignado_ton,produccion_ton,ventas_al_corte_ton,otras_ventas_ton,ventas_a_axion_ton,ventas_a_dapsa_ton,ventas_a_petrobras_ton,ventas_a_petrolera_cono_sur_ton,ventas_a_polipetrol_ton,ventas_a_refinor_ton,ventas_a_shell_ton,ventas_a_ypf_ton,ventas_a_oil_combustibles_ton,ventas_a_new_american_oil_ton,ventas_a_refi_pampa_oil_ton,ventas_a_trafigura_oil_ton,ventas_enarsa_ton,ventas_e_der_del_pet_ton,ventas_petroil_ton
1/1/2010,ADVANCED ORGANIC MATERIALS S.A., PILAR,BUENOS AIRES,0,687.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2010,T 6 INDUSTRIAL S.A., SAN LORENZO,SANTA FE,0,19175.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2010,UNITEC BIO S.A., SAN LORENZO,SANTA FE,0,15696.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2010,PITEY S.A., VILLA MERCEDES,SAN LUIS,0,201.017,0,200.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2010,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,0,8993.55,0,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2010,L.D.C. S.A.,GENERAL LAGOS,SANTA FE,0,23272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2010,EXPLORA S.A.,SAN LORENZO,SANTA FE,0,4807.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2010,MOLINOS RÍO DE LA PLATA S.A.,ROSARIO,SANTA FE,0,6851.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2010,PATAGONIA BIOENERGIA S.A.,SAN LORENZO,SANTA FE,0,21172.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2010,RENOVA S.A.,SAN LORENZO,SANTA FE,0,39389.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2010,ADVANCED ORGANIC MATERIALS S.A., PILAR,BUENOS AIRES,0,367.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2010,T 6 INDUSTRIAL S.A., SAN LORENZO,SANTA FE,0,20451.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2010,UNITEC BIO S.A., SAN LORENZO,SANTA FE,0,6878.07,211.62,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2010,PITEY S.A., VILLA MERCEDES,SAN LUIS,0,184.809,0,221.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2010,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,0,8662.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2010,L.D.C. S.A.,GENERAL LAGOS,SANTA FE,0,15906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2010,EXPLORA S.A.,SAN LORENZO,SANTA FE,0,3080.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2010,MOLINOS RÍO DE LA PLATA S.A.,ROSARIO,SANTA FE,0,6790.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2010,PATAGONIA BIOENERGIA S.A.,SAN LORENZO,SANTA FE,0,15417.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2010,RENOVA S.A.,SAN LORENZO,SANTA FE,0,34767.735,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2010,BIOMADERO S.A , LA MATANZA,BUENOS AIRES,3680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2010,ADVANCED ORGANIC MATERIALS S.A., PILAR,BUENOS AIRES,6000,1233.64,1187.41,0,0,0,0,0,0,0,0,1187.41,0,0,0,0,0,0,0
3/1/2010,SOYENERGY S.A., PILAR,BUENOS AIRES,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2010,MAIKOP S.A., PLAZA HUINCUL,NEUQUÉN,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2010,T 6 INDUSTRIAL S.A., SAN LORENZO,SANTA FE,8463,16108.04,633.95,0,0,0,0,0,0,0,633.95,0,0,0,0,0,0,0,0
3/1/2010,UNITEC BIO S.A., SAN LORENZO,SANTA FE,14500,9136.34,5515.04,0,474.06,0,0,0,0,0,2445.58,2595.4,0,0,0,0,0,0,0
3/1/2010,PITEY S.A., VILLA MERCEDES,SAN LUIS,680,368.82,242,165.76,0,0,0,0,0,0,0,241.96,0,0,0,0,0,0,0
3/1/2010,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,4384,8641.29,1899.84,0.19,0,0,0,0,0,0,0,1899.65,0,0,0,0,0,0,0
3/1/2010,VILUCO S.A.,FRIAS,SANTIAGO DEL ESTERO,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2010,L.D.C. S.A.,GENERAL LAGOS,SANTA FE,10290,14619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2010,DIASER S.A. ,SAN LUIS,SAN LUIS,5000,417.9,417.9,0,0,0,0,0,0,0,0,417.94,0,0,0,0,0,0,0
3/1/2010,EXPLORA S.A.,SAN LORENZO,SANTA FE,11136,4358.6,2889.9,0,0,0,0,0,0,0,0,2889.9,0,0,0,0,0,0,0
3/1/2010,ROSARIO BIOENERGY S.A.,ROLDÁN,SANTA FE,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2010,MOLINOS RÍO DE LA PLATA S.A.,ROSARIO,SANTA FE,3246,,3241.4,0,0,0,0,0,0,0,997.47,2243.93,0,0,0,0,0,0,0
3/1/2010,PATAGONIA BIOENERGIA S.A.,SAN LORENZO,SANTA FE,8707,13781.84,2714.55,0,404.56,0,0,0,0,0,0,2309.99,0,0,0,0,0,0,0
3/1/2010,RENOVA S.A.,SAN LORENZO,SANTA FE,13944,39263.96,4843.69,0,0,0,170.32,0,0,793.37,0,3880,0,0,0,0,0,0,0
4/1/2010,DIFEROIL S.A., ALVEAR,SANTA FE,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2010,ADVANCED ORGANIC MATERIALS S.A., PILAR,BUENOS AIRES,4000,960.8,6337.86,0,0,0,0,0,0,0,0,6337.86,0,0,0,0,0,0,0
4/1/2010,SOYENERGY S.A., PILAR,BUENOS AIRES,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2010,MAIKOP S.A., PLAZA HUINCUL,NEUQUÉN,3300,3467.41,3467.41,0,0,0,0,0,0,0,0,3467.41,0,0,0,0,0,0,0
4/1/2010,T 6 INDUSTRIAL S.A., SAN LORENZO,SANTA FE,2425,21137.79,3615.05,0,0,0,0,0,0,0,3615.05,0,0,0,0,0,0,0,0
4/1/2010,UNITEC BIO S.A., SAN LORENZO,SANTA FE,9424,16578.88,12779.46,0,2543.08,0,1437.46,0,0,0,3303.38,5495.54,0,0,0,0,0,0,0
4/1/2010,PITEY S.A., VILLA MERCEDES,SAN LUIS,1500,561.68,370.67,139.81,0,0,0,0,0,0,0,371,0,0,0,0,0,0,0
4/1/2010,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,1994,9158.38,3590.5,0,0,0,1499.99,0,0,0,0,2090.51,0,0,0,0,0,0,0
4/1/2010,L.D.C. S.A.,GENERAL LAGOS,SANTA FE,2292,17487,5468,0,1868,0,0,0,0,0,0,3600,0,0,0,0,0,0,0
4/1/2010,DIASER S.A. ,SAN LUIS,SAN LUIS,6622,1282.18,1353,0,0,0,0,0,0,0,0,1353,0,0,0,0,0,0,0
4/1/2010,EXPLORA S.A.,SAN LORENZO,SANTA FE,7424,5289.23,2352.21,0,0,0,399.99,0,0,667.98,0,1284.23,0,0,0,0,0,0,0
4/1/2010,ROSARIO BIOENERGY S.A.,ROLDÁN,SANTA FE,3000,0,2050,0,0,0,0,0,0,0,0,2050,0,0,0,0,0,0,0
4/1/2010,MOLINOS RÍO DE LA PLATA S.A.,ROSARIO,SANTA FE,2318,6513,3535.53,0,0,0,0,0,0,0,987.51,2548.02,0,0,0,0,0,0,0
4/1/2010,PATAGONIA BIOENERGIA S.A.,SAN LORENZO,SANTA FE,2761,20312,2338.16,0,1517.74,0,0,0,0,0,0,820.42,0,0,0,0,0,0,0
4/1/2010,RENOVA S.A.,SAN LORENZO,SANTA FE,2813,38984.6,6783.08,0,0,0,4829.03,0,0,404.06,0,1549.99,0,0,0,0,0,0,0
5/1/2010,DIFEROIL S.A., ALVEAR,SANTA FE,2500,240,240,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0
5/1/2010,BIOMADERO S.A , LA MATANZA,BUENOS AIRES,3260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/1/2010,ADVANCED ORGANIC MATERIALS S.A., PILAR,BUENOS AIRES,4000,1854.58,4337.18,0,0,0,2000,0,0,0,0,2337.18,0,0,0,0,0,0,0
5/1/2010,SOYENERGY S.A., PILAR,BUENOS AIRES,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/1/2010,T 6 INDUSTRIAL S.A., SAN LORENZO,SANTA FE,2148,22748.26,2519.13,0,0,0,0,0,0,0,2519.13,0,0,0,0,0,0,0,0
5/1/2010,UNITEC BIO S.A., SAN LORENZO,SANTA FE,8350,22056.2,11063.68,0,2744.02,0,1432.68,0,0,0,3036.24,3850.74,0,0,0,0,0,0,0
5/1/2010,PITEY S.A., VILLA MERCEDES,SAN LUIS,1200,799.48,661.32,131.52,0,0,0,0,0,0,0,661.32,0,0,0,0,0,0,0
5/1/2010,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,1767,9385.94,1999.85,0,0,0,0,0,0,0,0,1999.85,0,0,0,0,0,0,0
5/1/2010,VILUCO S.A.,FRIAS,SANTIAGO DEL ESTERO,4430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/1/2010,L.D.C. S.A.,GENERAL LAGOS,SANTA FE,2031,24194,2445,0,2445,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/1/2010,DIASER S.A. ,SAN LUIS,SAN LUIS,5867,3421.32,3551.2,0,0,0,0,0,0,0,0,3551.2,0,0,0,0,0,0,0
5/1/2010,EXPLORA S.A.,SAN LORENZO,SANTA FE,6578,5271.93,7796.91,0,0,0,0,0,0,797.3,0,6999.62,0,0,0,0,0,0,0
5/1/2010,ROSARIO BIOENERGY S.A.,ROLDÁN,SANTA FE,3000,0,2560,0,0,0,0,0,0,0,500,2060,0,0,0,0,0,0,0
5/1/2010,MOLINOS RÍO DE LA PLATA S.A.,ROSARIO,SANTA FE,2054,8688.82,1969.79,0,0,0,0,0,0,0,796.77,1173.02,0,0,0,0,0,0,0
5/1/2010,PATAGONIA BIOENERGIA S.A.,SAN LORENZO,SANTA FE,2446,18209.79,8188.34,0,1672.46,0,1130.72,0,0,0,359,5026.16,0,0,0,0,0,0,0
5/1/2010,RENOVA S.A.,SAN LORENZO,SANTA FE,2492,42234.27,5285.64,0,0,0,2124.96,0,0,58.5,0,3102.18,0,0,0,0,0,0,0
6/1/2010,DIFEROIL S.A., ALVEAR,SANTA FE,2500,3300,3302.49,0,0,0,2655,0,0,647,0,0,0,0,0,0,0,0,0
6/1/2010,BIOMADERO S.A , LA MATANZA,BUENOS AIRES,2461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/1/2010,ADVANCED ORGANIC MATERIALS S.A., PILAR,BUENOS AIRES,4000,2301.19,3533.9,0,0,0,0,0,0,0,0,3533.9,0,0,0,0,0,0,0
6/1/2010,SOYENERGY S.A., PILAR,BUENOS AIRES,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/1/2010,MAIKOP S.A., PLAZA HUINCUL,NEUQUÉN,3333,0,2022.68,0,0,0,0,0,0,0,0,2023,0,0,0,0,0,0,0
6/1/2010,T 6 INDUSTRIAL S.A., SAN LORENZO,SANTA FE,1622,20759.38,5825.73,0,0,0,0,0,0,0,2565.73,3260,0,0,0,0,0,0,0
6/1/2010,UNITEC BIO S.A., SAN LORENZO,SANTA FE,6303,21484.19,8018.66,0,2210,0,1068,0,0,0,3672,1068,0,0,0,0,0,0,0
6/1/2010,PITEY S.A., VILLA MERCEDES,SAN LUIS,1500,329.8,148.68,158.14,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0
6/1/2010,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,1334,9499.82,1299.85,0,0,0,0,0,0,0,0,1300,0,0,0,0,0,0,0
6/1/2010,VILUCO S.A.,FRIAS,SANTIAGO DEL ESTERO,6052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/1/2010,L.D.C. S.A.,GENERAL LAGOS,SANTA FE,1533,24718,4177,0,2457,0,0,0,0,0,0,1720,0,0,0,0,0,0,0
6/1/2010,DIASER S.A. ,SAN LUIS,SAN LUIS,4429,1796,1658.94,0,0,0,0,0,0,0,0,1659,0,0,0,0,0,0,0
6/1/2010,EXPLORA S.A.,SAN LORENZO,SANTA FE,4965,5097.96,6718.4,0,0,0,1853,0,0,0,0,4865,0,0,0,0,0,0,0
6/1/2010,ROSARIO BIOENERGY S.A.,ROLDÁN,SANTA FE,3000,0,3306,0,0,0,0,0,0,0,387,2919,0,0,0,0,0,0,0
6/1/2010,MOLINOS RÍO DE LA PLATA S.A.,ROSARIO,SANTA FE,1550,8419.91,2628,0,0,0,0,0,0,0,1115,1513,0,0,0,0,0,0,0
6/1/2010,PATAGONIA BIOENERGIA S.A.,SAN LORENZO,SANTA FE,1847,20072.08,5754.63,0,1967,0,1286,0,0,0,702,1800,0,0,0,0,0,0,0
6/1/2010,RENOVA S.A.,SAN LORENZO,SANTA FE,1881,42240.58,3108.27,144.6,0,0,715,0,0,565,0,1828,0,0,0,0,0,0,0
7/1/2010,DIFEROIL S.A., ALVEAR,SANTA FE,0,0,85.25,0,0,0,0,0,0,85.25,0,0,0,0,0,0,0,0,0
7/1/2010,BIOMADERO S.A , LA MATANZA,BUENOS AIRES,2754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2010,ADVANCED ORGANIC MATERIALS S.A., PILAR,BUENOS AIRES,4000,2863.92,3532.35,0,0,0,389.19,563.56,0,0,0,2579.6,0,0,0,0,0,0,0
7/1/2010,SOYENERGY S.A., PILAR,BUENOS AIRES,1500,144.8,313.16,0,0,313.16,0,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2010,MAIKOP S.A., PLAZA HUINCUL,NEUQUÉN,3333,0,1229.77,0,0,0,0,0,0,0,0,1229.7,0,0,0,0,0,0,0
7/1/2010,T 6 INDUSTRIAL S.A., SAN LORENZO,SANTA FE,1816,19873.94,2039.51,0,0,0,0,0,0,0,2039.51,0,0,0,0,0,0,0,0
7/1/2010,UNITEC BIO S.A., SAN LORENZO,SANTA FE,7055,22455.01,9938.95,0,2853.94,0,731.94,0,0,0,3219.09,3133.98,0,0,0,0,0,0,0
7/1/2010,PITEY S.A., VILLA MERCEDES,SAN LUIS,1500,559.06,724.93,70.09,0,32.54,0,0,0,0,0,692.39,0,0,0,0,0,0,0
7/1/2010,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,1493,9520.76,2185.78,0,0,0,1186,0,0,0,0,999.78,0,0,0,0,0,0,0
7/1/2010,VILUCO S.A.,FRIAS,SANTIAGO DEL ESTERO,6774,0,781.64,0,0,0,0,0,0,781.64,0,0,0,0,0,0,0,0,0
7/1/2010,L.D.C. S.A.,GENERAL LAGOS,SANTA FE,1716,26546.25,5722.9,0,2522.9,0,0,0,0,0,0,3200,0,0,0,0,0,0,0
7/1/2010,DIASER S.A. ,SAN LUIS,SAN LUIS,4958,2954.62,2953.62,0,0,0,0,0,0,0,0,2953.62,0,0,0,0,0,0,0
7/1/2010,ROSARIO BIOENERGY S.A.,ROLDÁN,SANTA FE,3000,0,2725,0,0,225,0,0,0,0,0,2500,0,0,0,0,0,0,0
7/1/2010,MOLINOS RÍO DE LA PLATA S.A.,ROSARIO,SANTA FE,1735,8695,2194.72,0,0,0,0,0,0,0,997.8,1196.92,0,0,0,0,0,0,0
7/1/2010,EXPLORA S.A.,SAN LORENZO,SANTA FE,5558,5834.01,6379.45,0,0,0,637.82,0,0,116.34,0,5625,0,0,0,0,0,0,0
7/1/2010,PATAGONIA BIOENERGIA S.A.,SAN LORENZO,SANTA FE,2067,23380.12,4763.97,0,1627.42,0,991.88,0,0,0,1244.7,899.97,0,0,0,0,0,0,0
7/1/2010,RENOVA S.A.,SAN LORENZO,SANTA FE,2106,42270.39,3130.17,754.43,0,0,246.77,0,0,783.47,0,2099.93,0,0,0,0,0,0,0
8/1/2010,ENERGÍAS RENOVABLES ARGENTINA S.R.L., DTO. SAN MARTÍN,SANTA FE,800,66.3,0,55.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/1/2010,BIOMADERO S.A , LA MATANZA,BUENOS AIRES,2951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/1/2010,ADVANCED ORGANIC MATERIALS S.A., PILAR,BUENOS AIRES,3500,3067.63,3323.76,0,0,0,0,567.18,0,0,0,2756.58,0,0,0,0,0,0,0
8/1/2010,SOYENERGY S.A., PILAR,BUENOS AIRES,1500,151.8,209.85,0,0,209.85,0,0,0,0,0,0,0,0,0,0,0,0,0
8/1/2010,MAIKOP S.A., PLAZA HUINCUL,NEUQUÉN,3333,0,2794.64,0,0,0,0,0,0,0,0,2794.64,0,0,0,0,0,0,0
8/1/2010,T 6 INDUSTRIAL S.A., SAN LORENZO,SANTA FE,2961,22375.73,5622.34,0.97,0,0,0,0,0,0,2021.37,3600,0,0,0,0,0,0,0
8/1/2010,UNITEC BIO S.A., SAN LORENZO,SANTA FE,7986,22907.01,8744.16,0,2018.42,0,545.06,0,0,0,2036.44,4144.24,0,0,0,0,0,0,0
8/1/2010,PITEY S.A., VILLA MERCEDES,SAN LUIS,1500,950.18,761.17,328.68,0,295.77,0,0,0,0,0,465.4,0,0,0,0,0,0,0
8/1/2010,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,3183,9283.47,1499.9,0,0,0,0,0,0,0,0,1499.9,0,0,0,0,0,0,0
8/1/2010,VILUCO S.A.,FRIAS,SANTIAGO DEL ESTERO,7631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/1/2010,L.D.C. S.A.,GENERAL LAGOS,SANTA FE,2894,22121.07,4529.23,0,2587.89,0,0,0,0,0,0,1941.6,0,0,0,0,0,0,0
8/1/2010,DIASER S.A. ,SAN LUIS,SAN LUIS,5423,4756.25,4810.9,0,0,0,0,0,0,0,0,4810.9,0,0,0,0,0,0,0
8/1/2010,EXPLORA S.A.,SAN LORENZO,SANTA FE,6118,5546.31,6569.3,0,0,0,0,0,0,0,0,6569.3,0,0,0,0,0,0,0
8/1/2010,ROSARIO BIOENERGY S.A.,ROLDÁN,SANTA FE,3000,732.32,4016,0,0,0,1500,0,0,0,0,2516,0,0,0,0,0,0,0
8/1/2010,MOLINOS RÍO DE LA PLATA S.A.,ROSARIO,SANTA FE,2686,9111.98,3426.41,0,0,0,0,0,0,0,1552.82,1873.59,0,0,0,0,0,0,0
8/1/2010,PATAGONIA BIOENERGIA S.A.,SAN LORENZO,SANTA FE,3209,21174.43,4786.39,0,2205.1,0,1478.32,0,0,0,703.2,399.77,0,0,0,0,0,0,0
8/1/2010,RENOVA S.A.,SAN LORENZO,SANTA FE,3325,42137.99,3502.56,887.51,0,0,0,0,0,1402.68,0,2099.88,0,0,0,0,0,0,0
9/1/2010,ENERGÍAS RENOVABLES ARGENTINA S.R.L., DTO. SAN MARTÍN,SANTA FE,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2010,BIOMADERO S.A , LA MATANZA,BUENOS AIRES,3773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2010,ADVANCED ORGANIC MATERIALS S.A., PILAR,BUENOS AIRES,4000,3439,3401.56,0,0,0,209.56,533.54,0,0,0,2658.46,0,0,0,0,0,0,0
9/1/2010,SOYENERGY S.A., PILAR,BUENOS AIRES,1000,77.44,28.44,0,0,28.44,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2010,MAIKOP S.A., PLAZA HUINCUL,NEUQUÉN,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2010,T 6 INDUSTRIAL S.A., SAN LORENZO,SANTA FE,3786,18832.77,4124.91,0,0,0,0,0,0,0,1749.91,2375,0,0,0,0,0,0,0
9/1/2010,UNITEC BIO S.A., SAN LORENZO,SANTA FE,10211,19797.16,12260.42,0,2164.68,0,1496.88,0,0,0,4493.24,4105.62,0,0,0,0,0,0,0
9/1/2010,PITEY S.A., VILLA MERCEDES,SAN LUIS,1500,1242.72,1013.97,303.71,0,29.41,0,0,0,0,0,984.56,0,0,0,0,0,0,0
9/1/2010,HÉCTOR A. BOLZAN Y CÍA. S.R.L.,ALDEA MARÍA LUISA,ENTRE RÍOS,900,900,900,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2010,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,4070,9523.75,3806.38,0,0,0,2306.68,0,0,0,0,1499.7,0,0,0,0,0,0,0
9/1/2010,VILUCO S.A.,FRIAS,SANTIAGO DEL ESTERO,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2010,L.D.C. S.A.,GENERAL LAGOS,SANTA FE,3700,12737,7467.58,0,2537.58,0,0,0,0,0,0,4930,0,0,0,0,0,0,0
9/1/2010,DIASER S.A. ,SAN LUIS,SAN LUIS,6000,5836.07,5845.16,0,0,0,0,0,0,0,0,5845.16,0,0,0,0,0,0,0
9/1/2010,EXPLORA S.A.,SAN LORENZO,SANTA FE,6500,6687.37,4500.62,0,0,0,0,0,0,0,0,4500.62,0,0,0,0,0,0,0
9/1/2010,ROSARIO BIOENERGY S.A.,ROLDÁN,SANTA FE,3000,4011,4000,0,0,0,1000,0,0,0,0,3000,0,0,0,0,0,0,0
9/1/2010,MOLINOS RÍO DE LA PLATA S.A.,ROSARIO,SANTA FE,3435,8772.01,3002.8,4.1,0,0,0,0,0,0,458.81,2543.99,0,0,0,0,0,0,0
9/1/2010,PATAGONIA BIOENERGIA S.A.,SAN LORENZO,SANTA FE,4103,23261.41,4499.82,0,3028.82,0,1471,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2010,RENOVA S.A.,SAN LORENZO,SANTA FE,4251,42717.22,5284.25,483.5,0,0,1002.98,0,0,1781.34,0,2499.93,0,0,0,0,0,0,0
10/1/2010,ENERGÍAS RENOVABLES ARGENTINA S.R.L., DTO. SAN MARTÍN,SANTA FE,800,134.6,0,84.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2010,BIOMADERO S.A , LA MATANZA,BUENOS AIRES,3126,1000,710.96,0,0,0,223.04,0,0,0,0,487.92,0,0,0,0,0,0,0
10/1/2010,ADVANCED ORGANIC MATERIALS S.A., PILAR,BUENOS AIRES,4000,3738.72,3769.06,0,0,0,267.16,682.78,0,0,0,2819.12,0,0,0,0,0,0,0
10/1/2010,SOYENERGY S.A., PILAR,BUENOS AIRES,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2010,MAIKOP S.A., PLAZA HUINCUL,NEUQUÉN,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2010,T 6 INDUSTRIAL S.A., SAN LORENZO,SANTA FE,3297,17946.6,4498.76,0.53,0,0,0,0,0,0,1998.23,2500,0,0,0,0,0,0,0
10/1/2010,UNITEC BIO S.A., SAN LORENZO,SANTA FE,8461,23641.63,8509.33,0,1990.49,0,0,0,0,0,4018.84,2500,0,0,0,0,0,0,0
10/1/2010,PITEY S.A., VILLA MERCEDES,SAN LUIS,1500,1055.71,840.38,116.12,0,0,0,0,0,0,0,840.38,0,0,0,0,0,0,0
10/1/2010,HÉCTOR A. BOLZAN Y CÍA. S.R.L.,ALDEA MARÍA LUISA,ENTRE RÍOS,900,900,900,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2010,VICENTÍN S.A.I.C.,AVELLANEDA,SANTA FE,3572,10023.54,3116.75,0,0,0,1035.74,0,0,0,0,2081.01,0,0,0,0,0,0,0
10/1/2010,ARIPAR S.A.,DAIREAUX,BUENOS AIRES,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2010,VILUCO S.A.,FRIAS,SANTIAGO DEL ESTERO,8085,0,708.34,0,0,0,0,0,0,708.34,0,0,0,0,0,0,0,0,0
10/1/2010,L.D.C. S.A.,GENERAL LAGOS,SANTA FE,3066,23472.16,2534.2,0,2534.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2010,DIASER S.A. ,SAN LUIS,SAN LUIS,5930,5215.26,5221.42,0,0,0,0,0,0,0,0,5221.42,0,0,0,0,0,0,0
10/1/2010,EXPLORA S.A.,SAN LORENZO,SANTA FE,6482,7799.47,5159.1,0,0,0,0,0,0,0,0,5153.02,0,0,0,0,0,0,0
10/1/2010,ROSARIO BIOENERGY S.A.,ROLDÁN,SANTA FE,3000,4158,4185,0,0,0,1000,0,0,0,0,3185,0,0,0,0,0,0,0
10/1/2010,MOLINOS RÍO DE LA PLATA S.A.,ROSARIO,SANTA FE,3029,8347.32,2493.2,0,0,0,0,0,0,0,447,2012.9,0,0,0,0,0,0,0
10/1/2010,PATAGONIA BIOENERGIA S.A.,SAN LORENZO,SANTA FE,3560,24006.96,4492.96,0,3255.36,0,1237.6,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2010,RENOVA S.A.,SAN LORENZO,SANTA FE,3522,49152.79,3794.49,0,0,0,644.66,0,0,1150.02,0,1999.81,0,0,0,0,0,0,0
11/1/2010,ENERGÍAS RENOVABLES ARGENTINA S.R.L., DTO. SAN MARTÍN,SANTA FE,800,175,175.44,0,0,0,0,0,0,175.44,0,0,0,0,0,0,0,0,0
11/1/2010,BIOMADERO S.A , LA MATANZA,BUENOS AIRES,3419,177.42,400.42,15.2,0,0,0,0,0,0,0,400.42,0,0,0,0,0,0,0
11/1/2010,ADVANCED ORGANIC MATERIALS S.A., PILAR,BUENOS AIRES,4000,3810.62,3795.76,0,0,0,599.16,741.3,0,0,0,2455.3,0,0,0,0,0,0,0
11/1/2010,SOYENERGY S.A., PILAR,BUENOS AIRES,1000,0,0,122.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/1/2010,MAIKOP S.A., PLAZA HUINCUL,NEUQUÉN,2500,1807.62,1793,0,0,0,0,0,0,0,0,1793,0,0,0,0,0,0,0
11/1/2010,T 6 INDUSTRIAL S.A., SAN LORENZO,SANTA FE,3383,19415,3388.97,0,0,0,0,0,0,0,888.97,2500,0,0,0,0,0,0,0
11/1/2010,UNITEC BIO S.A., SAN LORENZO,SANTA FE,7833,20736.55,8978.8,0,2465.98,0,0,0,0,0,4012.82,2500,0,0,0,0,0,0,0
11/1/2010,PITEY S.A., VILLA MERCEDES,SAN LUIS,1500,64.44,0,196.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
