PERÍODO;EMPRESA;LOCALIDAD;PROVINCIA;INSUMO;CUPO TOTAL ASIGNADO ;PRODUCCIÓN ;VENTAS TOTALES ;PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA (antes AXION ENERGY ARGENTINA S.A.);PETROBRAS ARGENTINA S.A.;FOX PETROL S.A.;REFINERÍA DEL NORTE S.A.;SHELL ARGENTINA C.A.P.S.A.;YPF S.A.;ENERGÍA Y DERIVADOS DEL PETRÓLEO S.A.;OIL COMBUSTIBLES S.A.;TRAFIGURA ARGENTINA S.A.;REFI PAMPA S.A.;;
dic-22;Promaíz S.A.;ALEJANDRO ROCA;CÓRDOBA;MAÍZ;19.000 ;17.434 ;19.390 ;5.203 ;0 ;0 ;0 ;3.547 ;10.000 ;0 ;0 ;641 ;0 ;;
dic-22;Río Grande Energía S.A.;LA MENDIETA;JUJUY;CAÑA DE AZÚCAR;750 ;0 ;707 ;0 ;0 ;0 ;0 ;369 ;338 ;0 ;0 ;0 ;0 ;;
dic-22;SEABOARD ENERGÍAS RENOVABLES Y ALIMENTOS S.R.L.;EL TABACAL;SALTA;CAÑA DE AZÚCAR;10.500 ;6.778 ;10.452 ;511 ;0 ;0 ;0 ;5.503 ;4.437 ;0 ;0 ;0 ;0 ;;
dic-22;Vicentin S.A.I.C.;AVELLANEDA;SANTA FE;MAÍZ;200 ;7.050 ;190 ;190 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;;
ene-23;ACA Bio Cooperativa Ltda.;VILLA MARÍA;CÓRDOBA;MAÍZ;22.500 ;25.186 ;25.037 ;3.068 ;0 ;0 ;0 ;5.067 ;14.498 ;0 ;0 ;2.314 ;90 ;;
ene-23;Bio Atar S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;4.200 ;5.503 ;4.246 ;0 ;0 ;0 ;210 ;3.723 ;312 ;0 ;0 ;0 ;0 ;;
ene-23;Bio Ledesma S.A.;LEDESMA;JUJUY;CAÑA DE AZÚCAR;7.000 ;7.806 ;7.014 ;1.406 ;0 ;0 ;0 ;0 ;5.608 ;0 ;0 ;0 ;0 ;;
ene-23;Bio San Isidro S.A.;CAMPO SANTO;SALTA;CAÑA DE AZÚCAR;350 ;0 ;378 ;0 ;0 ;0 ;0 ;0 ;378 ;0 ;0 ;0 ;0 ;;
ene-23;Bioenergética Leales S.A.;LEALES;TUCUMÁN;CAÑA DE AZÚCAR;2.400 ;2.750 ;2.382 ;599 ;0 ;0 ;284 ;296 ;1.203 ;0 ;0 ;0 ;0 ;;
ene-23;Bioenergía La Corona S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;1.000 ;0 ;1.001 ;296 ;0 ;0 ;0 ;0 ;705 ;0 ;0 ;0 ;0 ;;
ene-23;Bioenergía Santa Rosa S.A.;LEÓN ROUGES;TUCUMÁN;CAÑA DE AZÚCAR;1.800 ;0 ;1.850 ;901 ;0 ;0 ;0 ;0 ;948 ;0 ;0 ;0 ;0 ;;
ene-23;Bioenergías Agropecuarias S.A.;VILLA OCAMPO;SANTA FE;CAÑA DE AZÚCAR;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;;
ene-23;Bioetanol Río Cuarto S.A.;RÍO CUARTO;CÓRDOBA;MAÍZ;11.500 ;11.331 ;12.462 ;3.333 ;0 ;0 ;0 ;3.785 ;4.308 ;0 ;0 ;1.000 ;35 ;;
ene-23;Biotrinidad S.A.;VILLA LA TRINIDAD;TUCUMÁN;CAÑA DE AZÚCAR;700 ;376 ;724 ;0 ;0 ;0 ;0 ;0 ;724 ;0 ;0 ;0 ;0 ;;
ene-23;COMPAÑIA AZUCARERA LOS BALCANES SA;LA FLORIDA;TUCUMÁN;CAÑA DE AZÚCAR;8.500 ;8.042 ;8.494 ;731 ;0 ;0 ;430 ;0 ;6.427 ;0 ;0 ;906 ;0 ;;
ene-23;Diaser S.A.;SAN LUIS;SAN LUIS;MAÍZ;8.250 ;8.787 ;8.317 ;0 ;0 ;0 ;0 ;1.520 ;6.797 ;0 ;0 ;0 ;0 ;;
ene-23;Fronterita Energía S.A.;FAMAILLÁ;TUCUMÁN;CAÑA DE AZÚCAR;1.000 ;0 ;1.006 ;0 ;0 ;0 ;0 ;0 ;1.006 ;0 ;0 ;0 ;0 ;;
ene-23;Maíz Energía S.A.;BUENA ESPERANZA;SAN LUIS;MAÍZ;2.000 ;1.876 ;1.815 ;0 ;0 ;0 ;272 ;1.140 ;0 ;0 ;0 ;0 ;404 ;;
ene-23;Promaíz S.A.;ALEJANDRO ROCA;CÓRDOBA;MAÍZ;18.000 ;17.342 ;18.667 ;6.300 ;0 ;0 ;0 ;3.990 ;7.479 ;0 ;0 ;897 ;0 ;;
ene-23;Río Grande Energía S.A.;LA MENDIETA;JUJUY;CAÑA DE AZÚCAR;750 ;0 ;748 ;0 ;0 ;0 ;0 ;387 ;361 ;0 ;0 ;0 ;0 ;;
ene-23;SEABOARD ENERGÍAS RENOVABLES Y ALIMENTOS S.R.L.;EL TABACAL;SALTA;CAÑA DE AZÚCAR;8.870 ;0 ;8.815 ;402 ;0 ;0 ;0 ;4.278 ;4.135 ;0 ;0 ;0 ;0 ;;
ene-23;Vicentin S.A.I.C.;AVELLANEDA;SANTA FE;MAÍZ;200 ;6.217 ;184 ;184 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;;
feb-23;ACA Bio Cooperativa Ltda.;VILLA MARÍA;CÓRDOBA;MAÍZ;19.000 ;24.787 ;20.933 ;1.657 ;0 ;0 ;0 ;2.990 ;14.673 ;0 ;0 ;1.522 ;90 ;;
feb-23;Bio Atar S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;4.200 ;3.231 ;4.183 ;0 ;0 ;0 ;178 ;3.688 ;317 ;0 ;0 ;0 ;0 ;;
feb-23;Bio Ledesma S.A.;LEDESMA;JUJUY;CAÑA DE AZÚCAR;7.000 ;7.177 ;7.010 ;1.497 ;0 ;0 ;0 ;0 ;5.513 ;0 ;0 ;0 ;0 ;;
feb-23;Bio San Isidro S.A.;CAMPO SANTO;SALTA;CAÑA DE AZÚCAR;350 ;0 ;373 ;0 ;0 ;0 ;0 ;0 ;373 ;0 ;0 ;0 ;0 ;;
feb-23;Bioenergética Leales S.A.;LEALES;TUCUMÁN;CAÑA DE AZÚCAR;2.400 ;164 ;2.379 ;573 ;0 ;0 ;275 ;327 ;1.204 ;0 ;0 ;0 ;0 ;;
feb-23;Bioenergía La Corona S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;1.000 ;0 ;982 ;290 ;0 ;0 ;0 ;0 ;693 ;0 ;0 ;0 ;0 ;;
feb-23;Bioenergía Santa Rosa S.A.;LEÓN ROUGES;TUCUMÁN;CAÑA DE AZÚCAR;1.800 ;0 ;1.744 ;790 ;0 ;0 ;0 ;0 ;954 ;0 ;0 ;0 ;0 ;;
feb-23;Bioenergías Agropecuarias S.A.;VILLA OCAMPO;SANTA FE;CAÑA DE AZÚCAR;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;;
feb-23;Bioetanol Río Cuarto S.A.;RÍO CUARTO;CÓRDOBA;MAÍZ;8.500 ;8.338 ;9.090 ;2.581 ;0 ;0 ;0 ;2.791 ;3.007 ;0 ;0 ;671 ;39 ;;
feb-23;Biotrinidad S.A.;VILLA LA TRINIDAD;TUCUMÁN;CAÑA DE AZÚCAR;700 ;0 ;729 ;0 ;0 ;0 ;0 ;0 ;729 ;0 ;0 ;0 ;0 ;;
feb-23;COMPAÑIA AZUCARERA LOS BALCANES SA;LA FLORIDA;TUCUMÁN;CAÑA DE AZÚCAR;6.000 ;6.877 ;5.968 ;507 ;0 ;0 ;215 ;0 ;4.558 ;0 ;0 ;688 ;0 ;;
feb-23;Diaser S.A.;SAN LUIS;SAN LUIS;MAÍZ;7.400 ;6.950 ;7.441 ;0 ;0 ;0 ;0 ;1.321 ;6.120 ;0 ;0 ;0 ;0 ;;
feb-23;Fronterita Energía S.A.;FAMAILLÁ;TUCUMÁN;CAÑA DE AZÚCAR;1.000 ;1.548 ;1.010 ;0 ;0 ;0 ;0 ;0 ;1.010 ;0 ;0 ;0 ;0 ;;
feb-23;Maíz Energía S.A.;BUENA ESPERANZA;SAN LUIS;MAÍZ;2.000 ;1.840 ;1.926 ;0 ;0 ;0 ;253 ;1.316 ;0 ;0 ;0 ;0 ;358 ;;
feb-23;Promaíz S.A.;ALEJANDRO ROCA;CÓRDOBA;MAÍZ;19.000 ;14.910 ;18.540 ;5.725 ;0 ;0 ;0 ;4.532 ;7.272 ;0 ;0 ;1.011 ;0 ;;
feb-23;Río Grande Energía S.A.;LA MENDIETA;JUJUY;CAÑA DE AZÚCAR;750 ;0 ;761 ;0 ;0 ;0 ;0 ;383 ;378 ;0 ;0 ;0 ;0 ;;
feb-23;SEABOARD ENERGÍAS RENOVABLES Y ALIMENTOS S.R.L.;EL TABACAL;SALTA;CAÑA DE AZÚCAR;9.500 ;0 ;9.468 ;403 ;0 ;0 ;0 ;4.461 ;4.604 ;0 ;0 ;0 ;0 ;;
feb-23;Vicentin S.A.I.C.;AVELLANEDA;SANTA FE;MAÍZ;200 ;3.676 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;;
mar-23;ACA Bio Cooperativa Ltda.;VILLA MARÍA;CÓRDOBA;MAÍZ;19.000 ;25.445 ;22.255 ;1.265 ;0 ;0 ;0 ;4.007 ;14.995 ;0 ;0 ;1.942 ;45 ;;
mar-23;Bio Atar S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;4.200 ;4.348 ;4.107 ;0 ;0 ;0 ;72 ;3.891 ;144 ;0 ;0 ;0 ;0 ;;
mar-23;Bio Ledesma S.A.;LEDESMA;JUJUY;CAÑA DE AZÚCAR;4.500 ;1.910 ;4.488 ;893 ;0 ;0 ;0 ;0 ;3.595 ;0 ;0 ;0 ;0 ;;
mar-23;Bio San Isidro S.A.;CAMPO SANTO;SALTA;CAÑA DE AZÚCAR;350 ;0 ;375 ;0 ;0 ;0 ;0 ;0 ;375 ;0 ;0 ;0 ;0 ;;
mar-23;Bioenergética Leales S.A.;LEALES;TUCUMÁN;CAÑA DE AZÚCAR;2.400 ;795 ;2.270 ;628 ;0 ;0 ;142 ;290 ;1.210 ;0 ;0 ;0 ;0 ;;
mar-23;Bioenergía La Corona S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;1.000 ;0 ;1.014 ;291 ;0 ;0 ;0 ;0 ;723 ;0 ;0 ;0 ;0 ;;
mar-23;Bioenergía Santa Rosa S.A.;LEÓN ROUGES;TUCUMÁN;CAÑA DE AZÚCAR;1.500 ;0 ;1.525 ;649 ;0 ;0 ;0 ;0 ;876 ;0 ;0 ;0 ;0 ;;
mar-23;Bioenergías Agropecuarias S.A.;VILLA OCAMPO;SANTA FE;CAÑA DE AZÚCAR;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;;
mar-23;Bioetanol Río Cuarto S.A.;RÍO CUARTO;CÓRDOBA;MAÍZ;9.000 ;9.738 ;11.205 ;3.432 ;0 ;0 ;0 ;3.320 ;3.510 ;0 ;0 ;907 ;36 ;;
mar-23;Biotrinidad S.A.;VILLA LA TRINIDAD;TUCUMÁN;CAÑA DE AZÚCAR;700 ;0 ;725 ;0 ;0 ;0 ;0 ;0 ;725 ;0 ;0 ;0 ;0 ;;
mar-23;COMPAÑIA AZUCARERA LOS BALCANES SA;LA FLORIDA;TUCUMÁN;CAÑA DE AZÚCAR;5.000 ;4.886 ;4.989 ;415 ;0 ;0 ;249 ;0 ;3.736 ;0 ;0 ;589 ;0 ;;
mar-23;Diaser S.A.;SAN LUIS;SAN LUIS;MAÍZ;7.800 ;7.838 ;7.817 ;0 ;0 ;0 ;0 ;1.303 ;6.514 ;0 ;0 ;0 ;0 ;;
mar-23;Fronterita Energía S.A.;FAMAILLÁ;TUCUMÁN;CAÑA DE AZÚCAR;700 ;110 ;689 ;0 ;0 ;0 ;0 ;0 ;689 ;0 ;0 ;0 ;0 ;;
mar-23;Maíz Energía S.A.;BUENA ESPERANZA;SAN LUIS;MAÍZ;2.000 ;1.951 ;1.950 ;0 ;0 ;0 ;408 ;1.117 ;0 ;0 ;0 ;0 ;425 ;;
mar-23;Promaíz S.A.;ALEJANDRO ROCA;CÓRDOBA;MAÍZ;17.650 ;17.071 ;17.797 ;5.202 ;0 ;0 ;0 ;4.204 ;7.375 ;0 ;0 ;1.015 ;0 ;;
mar-23;Río Grande Energía S.A.;LA MENDIETA;JUJUY;CAÑA DE AZÚCAR;750 ;290 ;768 ;0 ;0 ;0 ;0 ;407 ;361 ;0 ;0 ;0 ;0 ;;
mar-23;SEABOARD ENERGÍAS RENOVABLES Y ALIMENTOS S.R.L.;EL TABACAL;SALTA;CAÑA DE AZÚCAR;9.500 ;0 ;9.500 ;403 ;0 ;0 ;0 ;4.441 ;4.657 ;0 ;0 ;0 ;0 ;;
mar-23;Vicentin S.A.I.C.;AVELLANEDA;SANTA FE;MAÍZ;200 ;4.652 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;;
abr-23;ACA Bio Cooperativa Ltda.;VILLA MARÍA;CÓRDOBA;MAÍZ;19.000 ;24.390 ;24.964 ;2.032 ;0 ;0 ;0 ;3.987 ;16.863 ;0 ;0 ;1.992 ;90 ;;
abr-23;Bio Atar S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;4.000 ;3.427 ;3.571 ;0 ;0 ;0 ;73 ;3.497 ;0 ;0 ;0 ;0 ;0 ;;
abr-23;Bio Ledesma S.A.;LEDESMA;JUJUY;CAÑA DE AZÚCAR;5.000 ;5.294 ;4.974 ;979 ;0 ;0 ;0 ;0 ;3.995 ;0 ;0 ;0 ;0 ;;
abr-23;Bio San Isidro S.A.;CAMPO SANTO;SALTA;CAÑA DE AZÚCAR;350 ;0 ;312 ;0 ;0 ;0 ;0 ;0 ;312 ;0 ;0 ;0 ;0 ;;
abr-23;Bioenergética Leales S.A.;LEALES;TUCUMÁN;CAÑA DE AZÚCAR;2.400 ;2.864 ;2.161 ;494 ;0 ;0 ;298 ;184 ;1.185 ;0 ;0 ;0 ;0 ;;
abr-23;Bioenergía La Corona S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;780 ;0 ;733 ;259 ;0 ;0 ;0 ;0 ;474 ;0 ;0 ;0 ;0 ;;
abr-23;Bioenergía Santa Rosa S.A.;LEÓN ROUGES;TUCUMÁN;CAÑA DE AZÚCAR;1.100 ;0 ;1.095 ;571 ;0 ;0 ;0 ;0 ;524 ;0 ;0 ;0 ;0 ;;
abr-23;Bioenergías Agropecuarias S.A.;VILLA OCAMPO;SANTA FE;CAÑA DE AZÚCAR;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;;
abr-23;Bioetanol Río Cuarto S.A.;RÍO CUARTO;CÓRDOBA;MAÍZ;8.000 ;8.260 ;9.373 ;3.241 ;0 ;0 ;0 ;2.690 ;2.583 ;0 ;0 ;815 ;45 ;;
abr-23;Biotrinidad S.A.;VILLA LA TRINIDAD;TUCUMÁN;CAÑA DE AZÚCAR;700 ;0 ;704 ;0 ;0 ;0 ;0 ;0 ;704 ;0 ;0 ;0 ;0 ;;
abr-23;COMPAÑIA AZUCARERA LOS BALCANES SA;LA FLORIDA;TUCUMÁN;CAÑA DE AZÚCAR;4.500 ;2.904 ;4.416 ;332 ;0 ;0 ;213 ;0 ;3.371 ;0 ;0 ;499 ;0 ;;
abr-23;Diaser S.A.;SAN LUIS;SAN LUIS;MAÍZ;7.750 ;7.788 ;7.790 ;0 ;0 ;0 ;0 ;1.309 ;6.481 ;0 ;0 ;0 ;0 ;;
abr-23;Fronterita Energía S.A.;FAMAILLÁ;TUCUMÁN;CAÑA DE AZÚCAR;500 ;0 ;425 ;0 ;0 ;0 ;0 ;0 ;425 ;0 ;0 ;0 ;0 ;;
abr-23;Maíz Energía S.A.;BUENA ESPERANZA;SAN LUIS;MAÍZ;2.000 ;1.717 ;1.753 ;0 ;0 ;0 ;554 ;936 ;0 ;0 ;0 ;0 ;263 ;;
abr-23;Promaíz S.A.;ALEJANDRO ROCA;CÓRDOBA;MAÍZ;18.000 ;16.944 ;18.571 ;6.014 ;0 ;0 ;0 ;4.000 ;7.548 ;0 ;0 ;1.009 ;0 ;;
abr-23;Río Grande Energía S.A.;LA MENDIETA;JUJUY;CAÑA DE AZÚCAR;750 ;814 ;746 ;0 ;0 ;0 ;0 ;362 ;384 ;0 ;0 ;0 ;0 ;;
abr-23;SEABOARD ENERGÍAS RENOVABLES Y ALIMENTOS S.R.L.;EL TABACAL;SALTA;CAÑA DE AZÚCAR;8.000 ;0 ;8.022 ;404 ;0 ;0 ;0 ;4.207 ;3.411 ;0 ;0 ;0 ;0 ;;
abr-23;Vicentin S.A.I.C.;AVELLANEDA;SANTA FE;MAÍZ;200 ;7.343 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;;
may-23;ACA Bio Cooperativa Ltda.;VILLA MARÍA;CÓRDOBA;MAÍZ;17.500 ;24.314 ;23.174 ;1.003 ;0 ;0 ;0 ;4.985 ;14.811 ;0 ;0 ;2.239 ;136 ;;
may-23;Bio Atar S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;3.200 ;0 ;2.688 ;0 ;0 ;0 ;0 ;2.688 ;0 ;0 ;0 ;0 ;0 ;;
may-23;Bio Ledesma S.A.;LEDESMA;JUJUY;CAÑA DE AZÚCAR;5.000 ;5.836 ;5.033 ;1.017 ;0 ;0 ;0 ;0 ;4.016 ;0 ;0 ;0 ;0 ;;
may-23;Bio San Isidro S.A.;CAMPO SANTO;SALTA;CAÑA DE AZÚCAR;300 ;310 ;109 ;0 ;0 ;0 ;0 ;0 ;109 ;0 ;0 ;0 ;0 ;;
may-23;Bioenergética Leales S.A.;LEALES;TUCUMÁN;CAÑA DE AZÚCAR;2.400 ;1.725 ;2.383 ;629 ;0 ;0 ;284 ;441 ;1.029 ;0 ;0 ;0 ;0 ;;
may-23;Bioenergía La Corona S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;1.000 ;494 ;111 ;37 ;0 ;0 ;0 ;0 ;74 ;0 ;0 ;0 ;0 ;;
may-23;Bioenergía Santa Rosa S.A.;LEÓN ROUGES;TUCUMÁN;CAÑA DE AZÚCAR;2.792 ;659 ;859 ;229 ;0 ;0 ;0 ;0 ;631 ;0 ;0 ;0 ;0 ;;
may-23;Bioenergías Agropecuarias S.A.;VILLA OCAMPO;SANTA FE;CAÑA DE AZÚCAR;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;;
may-23;Bioetanol Río Cuarto S.A.;RÍO CUARTO;CÓRDOBA;MAÍZ;7.800 ;7.728 ;9.339 ;2.807 ;0 ;0 ;0 ;2.655 ;2.991 ;0 ;0 ;841 ;44 ;;
may-23;Biotrinidad S.A.;VILLA LA TRINIDAD;TUCUMÁN;CAÑA DE AZÚCAR;700 ;0 ;725 ;0 ;0 ;0 ;0 ;0 ;725 ;0 ;0 ;0 ;0 ;;
may-23;COMPAÑIA AZUCARERA LOS BALCANES SA;LA FLORIDA;TUCUMÁN;CAÑA DE AZÚCAR;7.000 ;6.853 ;6.971 ;662 ;0 ;0 ;363 ;0 ;5.241 ;0 ;0 ;704 ;0 ;;
may-23;Diaser S.A.;SAN LUIS;SAN LUIS;MAÍZ;6.900 ;6.960 ;6.924 ;0 ;0 ;0 ;0 ;1.017 ;5.907 ;0 ;0 ;0 ;0 ;;
may-23;Fronterita Energía S.A.;FAMAILLÁ;TUCUMÁN;CAÑA DE AZÚCAR;500 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;;
may-23;Maíz Energía S.A.;BUENA ESPERANZA;SAN LUIS;MAÍZ;1.800 ;1.977 ;1.755 ;0 ;0 ;0 ;406 ;1.001 ;0 ;0 ;0 ;0 ;348 ;;
may-23;Promaíz S.A.;ALEJANDRO ROCA;CÓRDOBA;MAÍZ;18.000 ;17.215 ;21.152 ;7.241 ;0 ;0 ;0 ;5.017 ;7.899 ;0 ;0 ;995 ;0 ;;
may-23;Río Grande Energía S.A.;LA MENDIETA;JUJUY;CAÑA DE AZÚCAR;750 ;0 ;803 ;0 ;0 ;0 ;0 ;397 ;405 ;0 ;0 ;0 ;0 ;;
may-23;SEABOARD ENERGÍAS RENOVABLES Y ALIMENTOS S.R.L.;EL TABACAL;SALTA;CAÑA DE AZÚCAR;8.000 ;0 ;8.030 ;406 ;0 ;0 ;0 ;4.041 ;3.583 ;0 ;0 ;0 ;0 ;;
may-23;Vicentin S.A.I.C.;AVELLANEDA;SANTA FE;MAÍZ;200 ;7.120 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;;
jun-23;ACA Bio Cooperativa Ltda.;VILLA MARÍA;CÓRDOBA;MAÍZ;19.000 ;10.235 ;20.136 ;835 ;0 ;0 ;0 ;4.560 ;12.612 ;0 ;0 ;2.084 ;46 ;;
jun-23;Bio Atar S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;3.700 ;1.428 ;1.495 ;0 ;0 ;0 ;0 ;1.495 ;0 ;0 ;0 ;0 ;0 ;;
jun-23;Bio Ledesma S.A.;LEDESMA;JUJUY;CAÑA DE AZÚCAR;5.000 ;6.262 ;5.002 ;989 ;0 ;0 ;0 ;0 ;4.013 ;0 ;0 ;0 ;0 ;;
jun-23;Bio San Isidro S.A.;CAMPO SANTO;SALTA;CAÑA DE AZÚCAR;540 ;411 ;529 ;0 ;0 ;0 ;0 ;0 ;529 ;0 ;0 ;0 ;0 ;;
jun-23;Bioenergética Leales S.A.;LEALES;TUCUMÁN;CAÑA DE AZÚCAR;2.400 ;2.125 ;2.001 ;540 ;0 ;0 ;179 ;301 ;982 ;0 ;0 ;0 ;0 ;;
jun-23;Bioenergía La Corona S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;3.600 ;2.275 ;2.708 ;554 ;0 ;0 ;0 ;0 ;2.154 ;0 ;0 ;0 ;0 ;;
jun-23;Bioenergía Santa Rosa S.A.;LEÓN ROUGES;TUCUMÁN;CAÑA DE AZÚCAR;2.792 ;3.971 ;2.441 ;609 ;0 ;0 ;0 ;0 ;1.832 ;0 ;0 ;0 ;0 ;;
jun-23;Bioenergías Agropecuarias S.A.;VILLA OCAMPO;SANTA FE;CAÑA DE AZÚCAR;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;;
jun-23;Bioetanol Río Cuarto S.A.;RÍO CUARTO;CÓRDOBA;MAÍZ;8.000 ;8.223 ;10.474 ;1.786 ;0 ;0 ;0 ;2.762 ;4.997 ;0 ;0 ;884 ;46 ;;
jun-23;Biotrinidad S.A.;VILLA LA TRINIDAD;TUCUMÁN;CAÑA DE AZÚCAR;1.000 ;696 ;1.022 ;0 ;0 ;0 ;0 ;0 ;1.022 ;0 ;0 ;0 ;0 ;;
jun-23;COMPAÑIA AZUCARERA LOS BALCANES SA;LA FLORIDA;TUCUMÁN;CAÑA DE AZÚCAR;8.875 ;8.873 ;8.851 ;785 ;0 ;0 ;474 ;0 ;6.663 ;0 ;0 ;929 ;0 ;;
jun-23;Diaser S.A.;SAN LUIS;SAN LUIS;MAÍZ;6.700 ;6.662 ;6.732 ;0 ;0 ;0 ;0 ;1.231 ;5.501 ;0 ;0 ;0 ;0 ;;
jun-23;Fronterita Energía S.A.;FAMAILLÁ;TUCUMÁN;CAÑA DE AZÚCAR;1.300 ;1.298 ;1.172 ;0 ;0 ;0 ;0 ;0 ;1.172 ;0 ;0 ;0 ;0 ;;
jun-23;Maíz Energía S.A.;BUENA ESPERANZA;SAN LUIS;MAÍZ;2.000 ;2.232 ;2.251 ;0 ;0 ;0 ;363 ;1.444 ;0 ;0 ;0 ;0 ;443 ;;
jun-23;Promaíz S.A.;ALEJANDRO ROCA;CÓRDOBA;MAÍZ;16.700 ;17.266 ;18.592 ;6.861 ;0 ;0 ;0 ;4.518 ;6.196 ;0 ;0 ;1.016 ;0 ;;
jun-23;Río Grande Energía S.A.;LA MENDIETA;JUJUY;CAÑA DE AZÚCAR;600 ;0 ;505 ;0 ;0 ;0 ;0 ;224 ;281 ;0 ;0 ;0 ;0 ;;
jun-23;SEABOARD ENERGÍAS RENOVABLES Y ALIMENTOS S.R.L.;EL TABACAL;SALTA;CAÑA DE AZÚCAR;6.000 ;7.143 ;6.059 ;405 ;0 ;0 ;0 ;3.471 ;2.184 ;0 ;0 ;0 ;0 ;;
jun-23;Vicentin S.A.I.C.;AVELLANEDA;SANTA FE;MAÍZ;200 ;7.572 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;;
jul-23;ACA Bio Cooperativa Ltda.;VILLA MARÍA;CÓRDOBA;MAÍZ;23.000 ;23.269 ;21.220 ;997 ;0 ;0 ;0 ;4.914 ;12.550 ;0 ;0 ;2.624 ;135 ;;
jul-23;Bio Atar S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;3.000 ;3.603 ;2.497 ;0 ;0 ;0 ;0 ;2.497 ;0 ;0 ;0 ;0 ;0 ;;
jul-23;Bio Ledesma S.A.;LEDESMA;JUJUY;CAÑA DE AZÚCAR;5.800 ;7.243 ;5.829 ;1.405 ;0 ;0 ;0 ;0 ;4.424 ;0 ;0 ;0 ;0 ;;
jul-23;Bio San Isidro S.A.;CAMPO SANTO;SALTA;CAÑA DE AZÚCAR;350 ;915 ;359 ;0 ;0 ;0 ;0 ;0 ;359 ;0 ;0 ;0 ;0 ;;
jul-23;Bioenergética Leales S.A.;LEALES;TUCUMÁN;CAÑA DE AZÚCAR;2.400 ;3.336 ;2.335 ;710 ;0 ;0 ;184 ;446 ;995 ;0 ;0 ;0 ;0 ;;
jul-23;Bioenergía La Corona S.A.;CONCEPCIÓN;TUCUMÁN;CAÑA DE AZÚCAR;1.800 ;2.102 ;1.677 ;526 ;0 ;0 ;0 ;0 ;1.151 ;0 ;0 ;0 ;0 ;;
jul-23;Bioenergía Santa Rosa S.A.;LEÓN ROUGES;TUCUMÁN;CAÑA DE AZÚCAR;3.192 ;4.107 ;2.844 ;848 ;0 ;0 ;0 ;0 ;1.997 ;0 ;0 ;0 ;0 ;;
jul-23;Bioenergías Agropecuarias S.A.;VILLA OCAMPO;SANTA FE;CAÑA DE AZÚCAR;1.000 ;0 ;997 ;0 ;0 ;0 ;0 ;0 ;997 ;0 ;0 ;0 ;0 ;;
jul-23;Bioetanol Río Cuarto S.A.;RÍO CUARTO;CÓRDOBA;MAÍZ;8.000 ;8.987 ;11.729 ;1.799 ;0 ;0 ;0 ;2.737 ;6.366 ;0 ;0 ;827 ;0 ;;
jul-23;Biotrinidad S.A.;VILLA LA TRINIDAD;TUCUMÁN;CAÑA DE AZÚCAR;1.500 ;1.835 ;1.519 ;0 ;0 ;0 ;0 ;0 ;1.519 ;0 ;0 ;0 ;0 ;;
jul-23;COMPAÑIA AZUCARERA LOS BALCANES SA;LA FLORIDA;TUCUMÁN;CAÑA DE AZÚCAR;8.875 ;10.008 ;8.824 ;589 ;0 ;0 ;633 ;0 ;6.608 ;0 ;0 ;994 ;0 ;;
