formas_de_energia,produccion,importacion,var_stock,exportacion,no_aprovechado,perdidas,ajuste,centrales,autoproduccion,plant_trat_gas,refinerias,aceiteras_y_dest,coquerias,carboneras,altos_hornos,cons_prop,no_energetico,residencial,comercial_y_pub,transporte,agrop,industria
Hidraulica,1445.5,0,0,0,0,-14.3,0,-1422.2,-9,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuclear,1446,0,-0.2,0,0,0,0,-1445.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gas De Pozo,20871.2,1834.1,0,0,-720.6,-2316.5,-444,0,0,-18185.4,0,0,0,0,0,-1038.7,0,0,0,0,0,0
Petroleo,23793.8,0,266.5,-612.8,0,0,-499,0,0,0,-22923.3,0,0,0,0,-25.1,0,0,0,0,0,0
Carbon Mineral,300.4,899,-111.5,0,0,0,68.4,-125.8,-36.7,0,0,0,-941.7,0,0,-41.7,0,0,0,0,0,-10.4
Leña,570.9,0,0,0,0,0,0.6,0,-28.3,0,0,0,0,-345.2,0,0,0,-198,0,0,0,0
Bagazo,443,0,0,0,0,0,0,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,-413
Aceites Vegetales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alcohol Vegetal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eolica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otros Primarios,571.6,0,0,0,0,0,0,0,-18,0,0,0,0,0,0,0,0,0,0,0,0,-553.6
Electricidad,0,19.4,0,-1,0,-736.3,0,3992.5,381.7,0,0,0,0,0,0,-217.4,0,-908.5,-616.1,-27.7,-36.8,-1849.7
Gas Distribuido,0,0,0,0,0,-779.3,0,-5631.7,-477,16636,0,0,0,0,0,-333.3,0,-3178.1,-1748.8,-112.9,0,-4374.9
Gas De Refineria,0,0,0,0,0,0,-60.1,0,-40.5,0,527,0,0,0,0,-426.3,0,0,0,0,0,0
Gas Licuado,0,0,50.2,-151.8,0,0,-20,0,0,859.4,541.8,0,0,0,0,-8.3,0,-963.4,-145.5,0,-52.1,-110.3
Gasolina Estabilizada Petroleo Y Gas,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,-90,0,0,0,0,0
Otras Naftas,0,0,0,0,0,0,0,0,0,0,431.6,0,0,0,0,0,-431.6,0,0,0,0,0
Motonaftas,0,0,66.9,-470.6,0,0,0,0,0,0,3720.4,0,0,0,0,0,0,0,0,-3316.7,0,0
Kerosene,0,0,11.8,-493.8,0,0,0,0,0,0,1197.6,0,0,0,0,0,0,-449.7,0,-265.9,0,0
Gasoil,0,172.2,192.2,-1447.9,0,0,0,-389.5,-43.5,0,7351.7,0,0,0,0,-3.8,0,0,-349.9,-3848.8,-1457.9,-174.9
Fueloil,0,0,-59.3,-487.1,0,0,0,-1474.9,-294.5,0,4203.4,0,0,0,0,-833.7,0,-105.4,-52.7,-210.8,0,-685
Carbon Residual,0,0,15.7,-228.7,0,0,-18.8,0,0,0,909.1,0,-421,0,0,-61.8,0,0,0,0,0,-194.4
No Energetico,0,36,5,-232,0,0,-300,0,0,600,946.6,0,45,0,434.4,0,-1535,0,0,0,0,0
Gas Coqueria,0,0,0,0,0,0,0,0,-45.1,0,0,0,224.8,0,0,-179.7,0,0,0,0,0,0
Gas Alto Horno,0,0,0,0,0,0,0,0,-204.4,0,0,0,0,0,462.7,-258.4,0,0,0,0,0,0
Coque De Carbon,0,0,-27.6,152.7,0,0,0,0,0,0,0,0,971.2,0,-944.3,0,0,0,0,0,0,-152
Carbon Vegetal,0,0,0,0,0,0,0,0,0,0,0,0,0,210,-112,0,0,-58.8,-39.2,0,0,0
Bioetanol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biodiesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pérdidas,0,0,0,0,0,0,0,6497.4,845.2,0,3094.1,0,121.6,135.2,159.2,0,0,0,0,0,0,0
