formas_de_energia,produccion,importacion,var_stock,exportacion,no_aprovechado,perdidas,ajuste,centrales,autoproduccion,plant_trat_gas,refinerias,aceiteras_y_dest,coquerias,carboneras,altos_hornos,cons_prop,no_energetico,residencial,comercial_y_pub,transporte,agrop,industria
Hidraulica,3896.7,0,0,0,0,-38.6,0,-3848.2,-10,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuclear,0,1716,0,0,0,0,0,-1716,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gas De Pozo,40055.3,82.6,0,-2326.2,-2790.4,-729.9,11.8,0,0,-30998,0,0,0,0,0,-3305.2,0,0,0,0,0,0
Petroleo,38168.7,542.4,25.3,-13760.2,0,0,-703.2,0,0,0,-24192.2,0,0,0,0,-80.8,0,0,0,0,0,0
Carbon Mineral,57,595,41.7,0,0,0,-137.8,-35,-9,0,0,0,-511.9,0,0,0,0,0,0,0,0,0
Leña,687.2,0,0,0,0,0,0,0,-84.2,0,0,0,0,-352.3,0,0,0,-100.3,-50.1,0,0,-100.3
Bagazo,676,0,0,0,0,0,0,0,-63,0,0,0,0,0,0,0,0,0,0,0,0,-613
Aceites Vegetales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alcohol Vegetal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eolica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otros Primarios,411,0,0,0,0,0,0,0,-147.6,0,0,0,0,0,0,0,0,0,0,0,0,-263.3
Electricidad,0,754.6,0,-245.6,0,-1155.4,0,6590.7,684,0,0,0,0,0,0,-189.1,0,-1826.8,-1596.2,-45.1,-42.1,-2929
Gas Distribuido,0,0,0,-2645.2,0,-1247.3,0,-6460.7,-802.9,26716.7,0,0,0,0,0,-778.5,0,-5833.2,-1112.2,-1693.2,0,-6143.3
Gas De Refineria,0,0,0,0,0,0,-76.4,0,-51.7,0,915,0,0,0,0,-786.9,0,0,0,0,0,0
Gas Licuado,0,0,4.8,-1434.4,0,0,-386.6,0,0,2069.8,1157.7,0,0,0,0,-2.2,0,-1014.6,-169.1,0,-70.5,-155
Gasolina Estabilizada Petroleo Y Gas,0,0,0,-330.5,0,0,57.7,0,0,1054.9,-782.2,0,0,0,0,0,0,0,0,0,0,0
Otras Naftas,0,9.4,0,-1439.7,0,0,0,0,0,0,1505.5,0,0,0,0,0,-75.2,0,0,0,0,0
Motonaftas,0,3.2,35.7,-2242.4,0,0,0,0,0,0,4948.1,0,0,0,0,0,0,0,0,-2744.6,0,0
Kerosene,0,6.7,-6.5,-934.7,0,0,0,0,0,0,1347.6,0,0,0,0,0,0,-40.7,0,-372.5,0,0
Gasoil,0,362.9,85.7,-1505.8,0,0,0,-72.9,-18,0,9590.7,0,0,0,0,-21.1,0,0,-84.2,-5558.2,-2694.9,-84.2
Fueloil,0,6.6,-17.2,-1199.9,0,0,223.1,-39.2,-88,0,1720.3,0,0,0,0,-187.5,0,0,-58.6,-79.5,-112.9,-167.3
Carbon Residual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No Energetico,0,40.8,95.1,-95.2,0,0,-100,0,0,1156.6,762,0,15.4,0,525.5,0,-2400.1,0,0,0,0,0
Gas Coqueria,0,0,0,0,0,0,0,0,-93,0,0,0,76.8,0,0,16.2,0,0,0,0,0,0
Gas Alto Horno,0,0,0,0,0,0,0,0,-133.3,0,0,0,0,0,559.8,-426.5,0,0,0,0,0,0
Coque De Carbon,0,0,32.8,-81.2,0,0,-113.2,0,0,0,1180.3,0,383.9,0,-1142.3,0,-260.4,0,0,0,0,0
Carbon Vegetal,0,0,0,0,0,0,0,0,0,0,0,0,0,214.7,0,0,0,-128.8,-85.9,0,0,0
Bioetanol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biodiesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pérdidas,0,0,0,0,0,0,0,5581.2,816.7,0,1847.2,0,35.8,137.6,57.1,0,0,0,0,0,0,0
