formas_de_energia,produccion,importacion,var_stock,exportacion,no_aprovechado,perdidas,ajuste,centrales,autoproduccion,plant_trat_gas,refinerias,aceiteras_y_dest,coquerias,carboneras,altos_hornos,cons_prop,no_energetico,residencial,comercial_y_pub,transporte,agrop,industria
Hidraulica,3003.6,0,0,0,0,-29.7,0,-2965.8,-8,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuclear,2555,0,-0.5,0,0,0,0,-2554.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gas De Pozo,23880.7,1873.3,0,0,-519.4,-2898.5,-436.6,0,0,-20787.7,0,0,0,0,0,-1111.8,0,0,0,0,0,0
Petroleo,34490.9,440.4,593.3,-10526.6,0,0,-768,0,0,0,-24202.5,0,0,0,0,-27.6,0,0,0,0,0,0
Carbon Mineral,203.2,921,92.7,-23.8,0,0,-161.9,-490,-28.7,0,0,0,-458.5,0,0,-34.4,0,0,0,0,0,-19.7
Leña,736.1,0,0,0,0,0,0,0,-27.6,0,0,0,0,-469.3,0,0,0,-206.4,0,0,0,-32.8
Bagazo,586,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,0,0,0,0,-567
Aceites Vegetales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alcohol Vegetal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eolica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otros Primarios,448.9,0,0,0,0,0,0,0,-28.9,0,0,0,0,0,0,0,0,0,0,0,0,-419.9
Electricidad,0,87.1,0,-1.7,0,-980.4,0,5258.3,385.2,0,0,0,0,0,0,-244.8,0,-1368.8,-965.5,-25.7,-37.4,-2106.1
Gas Distribuido,0,0,0,0,0,-790,0,-4754.2,-723.6,18986.8,0,0,0,0,0,-356.8,0,-4943.5,-1035,-781,0,-5602.6
Gas De Refineria,0,0,0,0,0,0,-122.9,0,-32.4,0,723.8,0,0,0,0,-568.5,0,0,0,0,0,0
Gas Licuado,0,0,0,-527,0,0,156.7,0,0,748.8,956.4,0,0,0,0,0,0,-901.4,-155.3,0,-65.1,-213.2
Gasolina Estabilizada Petroleo Y Gas,0,0,0,0,0,0,0,0,0,159.7,0,0,0,0,0,0,-159.7,0,0,0,0,0
Otras Naftas,0,121.6,0,0,0,0,0,0,0,0,633.5,0,0,0,0,0,-755.1,0,0,0,0,0
Motonaftas,0,46.8,-53.3,-1203.3,0,0,0,0,0,0,5460.3,0,0,0,0,0,0,0,0,-4250.4,0,0
Kerosene,0,50.4,-32.8,-588.9,0,0,0,0,0,0,1225.2,0,0,0,0,0,0,-356,0,-297.9,0,0
Gasoil,0,694.1,-63.5,-1155.9,0,0,0,-256.3,-21.7,0,8547.1,0,0,0,0,-7.2,0,0,-154.7,-5106.1,-2321,-154.7
Fueloil,0,0,-25.9,-643.4,0,0,0,-820.7,-227.8,0,2545,0,0,0,0,-666.7,0,0,-16.1,-16.1,-24.1,-104.3
Carbon Residual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No Energetico,0,84,-4,-560,0,0,-500,0,0,892.4,714.6,0,13.8,0,323.4,0,-964.1,0,0,0,0,0
Gas Coqueria,0,0,0,0,0,0,0,0,-46.6,0,0,0,68.8,0,0,-22.2,0,0,0,0,0,0
Gas Alto Horno,0,0,0,0,0,0,0,0,-126.9,0,0,0,0,0,344.5,-217.6,0,0,0,0,0,0
Coque De Carbon,0,0,23.6,-393.7,0,0,-53.6,0,0,0,906.1,0,343.9,0,-703,0,-123.3,0,0,0,0,0
Carbon Vegetal,0,0,0,0,0,0,0,0,0,0,0,0,0,238,-57.9,0,0,-108.1,-72.1,0,0,0
Bioetanol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biodiesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pérdidas,0,0,0,0,0,0,0,6583.3,906,0,2490.5,0,32.1,231.3,93,0,0,0,0,0,0,0
