formas_de_energia,produccion,importacion,var_stock,exportacion,no_aprovechado,perdidas,ajuste,centrales,autoproduccion,plant_trat_gas,refinerias,aceiteras_y_dest,coquerias,carboneras,altos_hornos,cons_prop,no_energetico,residencial,comercial_y_pub,transporte,agrop,industria
Hidraulica,1910.1,0,0,0,0,-18.9,0,-1882.2,-9,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuclear,669,0,0.3,0,0,0,0,-669.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gas De Pozo,13384.2,1906.4,0,0,-821.8,-2804,-488.5,0,0,-10178.1,0,0,0,0,0,-998.2,0,0,0,0,0,0
Petroleo,25338.4,732.4,205.2,0,0,0,-261,0,0,0,-25920.4,0,0,0,0,-94.5,0,0,0,0,0,0
Carbon Mineral,301.3,526,116.7,0,0,0,-67.2,-180.1,-40.6,0,0,0,-538.5,0,0,-43.8,0,0,0,0,0,-73.8
Leña,502.1,0,0,0,0,0,0,0,-10.9,0,0,0,0,-268.1,0,0,0,-223.1,0,0,0,0
Bagazo,541,0,0,0,0,0,0,0,-33,0,0,0,0,0,0,0,0,0,0,0,0,-508
Aceites Vegetales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alcohol Vegetal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eolica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otros Primarios,677.3,0,0,0,0,0,0,0,-37.9,0,0,0,0,0,0,0,0,0,0,0,0,-639.4
Electricidad,0,4.4,0,-0.5,0,-448.9,0,3111.3,318.9,0,0,0,0,0,0,-117.5,0,-742.9,-530.3,-22.7,-35.2,-1536.6
Gas Distribuido,0,0,0,0,0,-402.3,0,-2472.4,-165.5,8959.7,0,0,0,0,0,-320.3,0,-1931.4,-635,0,0,-3032.8
Gas De Refineria,0,0,0,0,0,0,-61.2,0,-61.2,0,463.4,0,0,0,0,-341,0,0,0,0,0,0
Gas Licuado,0,0,37.2,-28.4,0,0,-146.1,0,0,768.3,497.5,0,0,0,0,-5.3,0,-912,-98,0,-33.9,-79.4
Gasolina Estabilizada Petroleo Y Gas,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,-100,0,0,0,0,0
Otras Naftas,0,0,0,0,0,0,0,0,0,0,523.3,0,0,0,0,0,-523.3,0,0,0,0,0
Motonaftas,0,49.1,53.3,-64.4,0,0,0,0,0,0,4510.2,0,0,0,0,0,0,0,0,-4548.2,0,0
Kerosene,0,43.4,40.3,-500.7,0,0,0,0,0,0,1138.1,0,0,0,0,0,0,-452.8,0,-268.3,0,0
Gasoil,0,0,54.8,-773.1,0,0,0,-588.8,-80,0,6709.5,0,0,0,0,-10.8,0,0,-318.7,-3505.6,-1274.8,-212.5
Fueloil,0,0,-29.6,-2160,0,0,0,-1465,-385.3,0,6696.5,0,0,0,0,-764.3,0,-189.2,-94.6,-378.5,0,-1230
Carbon Residual,0,0,-148.2,-187.5,0,0,8.5,0,0,0,723.5,0,-152.8,0,0,-90.3,0,0,0,0,0,-153.1
No Energetico,0,64,5,-48,0,0,0,0,0,350,1468.9,0,30.4,0,219.8,0,-2090.1,0,0,0,0,0
Gas Coqueria,0,0,0,0,0,0,0,0,-13.9,0,0,0,117.8,0,0,-103.9,0,0,0,0,0,0
Gas Alto Horno,0,0,0,0,0,0,0,0,-48.9,0,0,0,0,0,234.1,-185.2,0,0,0,0,0,0
Coque De Carbon,0,37.5,0,2.8,0,0,0,0,0,0,0,0,495.5,0,-477.8,0,0,0,0,0,0,-58
Carbon Vegetal,0,0,0,0,0,0,0,0,0,0,0,0,0,162.4,-108.3,0,0,-32.5,-21.7,0,0,0
Bioetanol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biodiesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pérdidas,0,0,0,0,0,0,0,4146.5,567.3,0,3189.5,0,47.6,105.7,132.2,0,0,0,0,0,0,0
