formas_de_energia,produccion,importacion,var_stock,exportacion,no_aprovechado,perdidas,ajuste,centrales,autoproduccion,plant_trat_gas,refinerias,aceiteras_y_dest,coquerias,carboneras,altos_hornos,cons_prop,no_energetico,residencial,comercial_y_pub,transporte,agrop,industria
Hidraulica,2495.2,0,0,0,0,-24.7,0,-2464.5,-6,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuclear,2194,0,-0.2,0,0,0,0,-2193.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gas De Pozo,29875,1737.7,0,-3.4,-2192.8,-2914.8,-499.8,0,0,-24421.2,0,0,0,0,0,-1580.6,0,0,0,0,0,0
Petroleo,40557,755.2,-145.4,-16785.1,0,0,267.1,0,0,0,-24620.2,0,0,0,0,-28.5,0,0,0,0,0,0
Carbon Mineral,181.4,755,-58.3,0,0,0,4,-299.2,-31,0,0,0,-542.1,0,0,-9.8,0,0,0,0,0,0
Leña,781.7,0,0,0,0,0,0,0,-35.4,0,0,0,0,-514.9,0,0,0,-185.1,0,0,0,-46.3
Bagazo,709,0,0,0,0,0,0,0,-31.2,0,0,0,0,0,0,0,0,0,0,0,0,-677.8
Aceites Vegetales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alcohol Vegetal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eolica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otros Primarios,443.1,0,0,0,0,0,0,0,-67.8,0,0,0,0,0,0,0,0,0,0,0,0,-375.2
Electricidad,0,315,0,-25.8,0,-998,0,5584.4,415,0,0,0,0,0,0,-219.5,0,-1514.9,-1157.3,-36.1,-40.1,-2322.7
Gas Distribuido,0,0,0,0,0,-914,0,-7231.8,-593.5,22131.4,0,0,0,0,0,-507.2,0,-5052.2,-976.1,-906.4,0,-5950.3
Gas De Refineria,0,0,0,0,0,0,-61.6,0,-29.7,0,660.9,0,0,0,0,-569.5,0,0,0,0,0,0
Gas Licuado,0,0,3.8,-420.3,0,0,-273,0,0,1158.7,913.4,0,0,0,0,-1.1,-91.7,-884.3,-154,0,-70.3,-181.3
Gasolina Estabilizada Petroleo Y Gas,0,0,0,-25.8,0,0,0,0,0,164.8,0,0,0,0,0,0,-138.9,0,0,0,0,0
Otras Naftas,0,30.1,0,-743.5,0,0,0,0,0,0,1122.4,0,0,0,0,0,-409.1,0,0,0,0,0
Motonaftas,0,261.8,-25.4,-952.4,0,0,0,0,0,0,6091.1,0,0,0,0,0,0,0,0,-5375.2,0,0
Kerosene,0,182.9,-7.2,-921.6,0,0,0,0,0,0,1502.3,0,0,0,0,0,0,-276.4,0,-480,0,0
Gasoil,0,891.3,-8.9,-1141.6,0,0,0,-194.1,-17.4,0,9448.5,0,0,0,0,-11.2,0,0,-179.3,-5918,-2690,-179.3
Fueloil,0,76.6,33.6,-731.1,0,0,747.9,-603.2,-141.7,0,1781.9,0,0,0,0,-482.3,0,0,-68.2,-68.2,-102.3,-443.1
Carbon Residual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No Energetico,0,91,-180,-291,0,0,-500,0,0,966.3,724.1,0,16.3,0,448,0,-1274.7,0,0,0,0,0
Gas Coqueria,0,0,0,0,0,0,0,0,-38.9,0,0,0,81.3,0,0,-42.4,0,0,0,0,0,0
Gas Alto Horno,0,0,0,0,0,0,0,0,-159.8,0,0,0,0,0,477.2,-317.4,0,0,0,0,0,0
Coque De Carbon,0,0,125.3,-254.3,0,0,-85.3,0,0,0,977.8,0,406.5,0,-973.9,0,-196.2,0,0,0,0,0
Carbon Vegetal,0,0,0,0,0,0,0,0,0,0,0,0,0,261.3,-51.3,0,0,-126,-84,0,0,0
Bioetanol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biodiesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pérdidas,0,0,0,0,0,0,0,7402.2,737.3,0,1397.7,0,37.9,253.6,100,0,0,0,0,0,0,0
