formas_de_energia,produccion,importacion,var_stock,exportacion,no_aprovechado,perdidas,ajuste,centrales,autoproduccion,plant_trat_gas,refinerias,aceiteras_y_dest,coquerias,carboneras,altos_hornos,cons_prop,no_energetico,residencial,comercial_y_pub,transporte,agrop,industria
Hidraulica,3226.3,0,0,0,0,-31.9,0,-3188.2,-6.2,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuclear,0,1854,0,0,0,0,0,-1854.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gas De Pozo,38895.3,4843.1,0,-37.1,-571.6,-783.7,223,0,0,-38411.2,0,0,0,0,0,-4157.5,0,0,0,0,0,0
Petroleo,28452.1,220.6,360.3,-3102.2,0,0,513,0,0,0,-26341.9,0,0,0,0,-102,0,0,0,0,0,0
Carbon Mineral,53.5,1299,42.2,-61.4,0,0,-158,-519.8,-14,0,0,0,-634.9,0,0,0,0,0,0,0,0,-7.2
Leña,785.8,0,0,0,0,0,0,0,-200.1,0,0,0,0,-374,0,0,0,-84.7,-42.4,0,0,-84.7
Bagazo,889.5,0,0,0,0,0,0,0,-149,0,0,0,0,0,0,0,0,0,0,0,0,-740.5
Aceites Vegetales,2243.5,0,0,0,0,0,0,0,0,0,0,-2243.5,0,0,0,0,0,0,0,0,0,0
Alcohol Vegetal,130.7,0,0,0,0,0,0,0,0,0,0,-130.7,0,0,0,0,0,0,0,0,0,0
Eolica,199.6,0,0,0,0,0,0,-70.6,-0.1,0,0,0,0,0,0,0,0,0,0,0,-128.9,0
Solar,0.7,0,0,0,0,0,0,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otros Primarios,358.2,0,0,0,0,0,0,0,-358.2,0,0,0,0,0,0,0,0,0,0,0,0,0
Electricidad,0,698,0,-43.5,0,-1776.3,0,10403.7,1295.2,0,0,0,0,0,0,-398.9,0,-3230.5,-2459.6,-52.8,-89.8,-4345.6
Gas Distribuido,0,2694.2,9,-52.8,-198.6,-2374.2,0,-11909.7,-1779.2,34350.1,0,0,0,0,0,-1094.4,0,-9103.9,-1483.3,-2311.5,0,-6745.7
Gas De Refineria,0,0,0,0,0,0,-50,0,-80.9,0,1187,0,0,0,0,-1055.8,0,0,0,0,0,0
Gas Licuado,0,0,-16,-1010.6,0,0,0,0,0,1678.7,1310.9,0,0,0,0,-20.9,0,-1398.3,-233.1,0,-97.1,-213.6
Gasolina Estabilizada Petroleo Y Gas,0,0,0,-272.1,0,0,0,0,0,1238,-852.4,0,0,0,0,0,-113.5,0,0,0,0,0
Otras Naftas,0,53.4,-44.7,-1093.4,0,0,0,0,0,0,1283.6,0,0,0,0,-1.2,-197.7,0,0,0,0,0
Motonaftas,0,39.8,51.4,0,0,0,0,0,0,0,5485.4,0,0,0,0,0,0,0,0,-5576.6,0,0
Kerosene,0,34.4,-12,-932.9,0,0,0,0,0,0,1433.2,0,0,0,0,0,0,-20.4,0,-502.3,0,0
Gasoil,0,2655.8,56.2,-238.3,0,0,0,-1676.4,-59.8,0,10036.4,0,0,0,0,-2,0,0,-107.7,-7109.5,-3447,-107.7
Fueloil,0,1156.2,153.6,-1558.7,0,0,0,-2778.8,-87.2,0,3825.8,0,0,0,0,-272.3,0,0,-61.4,-83.3,-118.4,-175.4
Carbon Residual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No Energetico,0,70,1.1,-144,0,0,0,0,0,1144.5,986.3,0,19,0,527.9,0,-2604.9,0,0,0,0,0
Gas Coqueria,0,0,0,0,0,0,0,0,-10.1,0,0,0,95.2,0,0,-85.1,0,0,0,0,0,0
Gas Alto Horno,0,0,0,0,0,0,0,0,-141.6,0,0,0,0,0,562.3,-420.7,0,0,0,0,0,0
Coque De Carbon,0,0,0,0,0,0,0,0,0,0,1002.1,0,476.2,0,-1147.6,0,-330.7,0,0,0,0,0
Carbon Vegetal,0,0,0,0,0,0,0,0,0,0,0,0,0,252.9,0,0,0,-151.8,-101.2,0,0,0
Bioetanol,0,0,0,0,0,0,-6,0,0,0,-120.5,126.9,0,0,0,0,0,0,0,0,0,0
Biodiesel,0,0,0,-1373.4,0,0,0,-34.9,0,0,-743.6,2151.9,0,0,0,0,0,0,0,0,0,0
Pérdidas,0,0,0,0,0,0,0,11629.6,1591.3,-0.2,1507.7,95.3,44.4,121,57.4,0,0,0,0,0,0,0
