formas_de_energia,produccion,importacion,var_stock,exportacion,no_aprovechado,perdidas,ajuste,centrales,autoproduccion,plant_trat_gas,refinerias,aceiteras_y_dest,coquerias,carboneras,altos_hornos,cons_prop,no_energetico,residencial,comercial_y_pub,transporte,agrop,industria
Hidraulica,2242.4,0,0,0,0,-22.2,0,-2210.2,-10,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuclear,1807,0,0.2,0,0,0,0,-1807.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gas De Pozo,16479.3,1835.2,0,0,-715,-3119.6,-507.3,0,0,-12996.2,0,0,0,0,0,-976.3,0,0,0,0,0,0
Petroleo,23740.8,0,375.1,-465,0,0,-174.2,0,0,0,-23375.2,0,0,0,0,-101.6,0,0,0,0,0,0
Carbon Mineral,233.9,550,56.3,0,0,0,-56,-120.5,-38.7,0,0,0,-602.1,0,0,-12.5,0,0,0,0,0,-10.4
Leña,660.9,0,0,0,0,0,0,0,-32.1,0,0,0,0,-318.9,0,0,0,-309.9,0,0,0,0
Bagazo,553,0,0,0,0,0,0,0,-28,0,0,0,0,0,0,0,0,0,0,0,0,-525
Aceites Vegetales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alcohol Vegetal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eolica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otros Primarios,703.2,0,0,0,0,0,0,0,-28.9,0,0,0,0,0,0,0,0,0,0,0,0,-674.3
Electricidad,0,0,0,-0.5,0,-613.1,0,3568.7,327.4,0,0,0,0,0,0,-133.1,0,-836.9,-604.2,-22.6,-29.6,-1656.1
Gas Distribuido,0,0,0,0,0,-542.4,0,-2841.8,-310.6,11654.1,0,0,0,0,0,-313.3,0,-2874.3,-1007.6,-3.3,0,-3760.7
Gas De Refineria,0,0,0,0,0,0,-31.2,0,-39.6,0,479,0,0,0,0,-408.2,0,0,0,0,0,0
Gas Licuado,0,0,2.4,-18.9,0,0,-46.1,0,0,852.1,398.8,0,0,0,0,-5.3,0,-933.3,-123.3,0,-41.7,-84.8
Gasolina Estabilizada Petroleo Y Gas,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,-90,0,0,0,0,0
Otras Naftas,0,0,0,0,0,0,0,0,0,0,473,0,0,0,0,0,-473,0,0,0,0,0
Motonaftas,0,0,93.9,-385,0,0,0,0,0,0,4077,0,0,0,0,0,0,0,0,-3785.9,0,0
Kerosene,0,52.6,-89.9,-450.9,0,0,0,0,0,0,1149.9,0,0,0,0,0,0,-434.9,0,-226.9,0,0
Gasoil,0,0,40,-1128.8,0,0,0,-485.9,-48.7,0,6948.1,0,0,0,0,-4.2,0,0,-319.2,-3511.5,-1330.1,-159.6
Fueloil,0,0,174.1,-2527.4,0,0,0,-776,-254.7,0,5177.9,0,0,0,0,-744.5,0,-104.9,-52.5,-209.9,0,-682.1
Carbon Residual,0,0,53,-199.3,0,0,189.1,0,0,0,738.3,0,-435.5,0,0,-160,0,0,0,0,0,-185.5
No Energetico,0,36,-15,-151,0,0,0,0,0,400,1152.5,0,45,0,361.2,0,-1828.8,0,0,0,0,0
Gas Coqueria,0,0,0,0,0,0,0,0,-96,0,0,0,164,0,0,-68,0,0,0,0,0,0
Gas Alto Horno,0,0,0,0,0,0,0,0,-94.4,0,0,0,0,0,384.8,-290.4,0,0,0,0,0,0
Coque De Carbon,0,0,24,103.2,0,0,0,0,0,0,0,0,702.6,0,-785.3,0,0,0,0,0,0,-44.5
Carbon Vegetal,0,0,0,0,0,0,0,0,0,0,0,0,0,194.1,-138.1,0,0,-33.6,-22.4,0,0,0
Bioetanol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biodiesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pérdidas,0,0,0,0,0,0,0,4672.9,654.3,0,2780.6,0,126,124.7,177.4,0,0,0,0,0,0,0
