formas_de_energia,produccion,importacion,var_stock,exportacion,no_aprovechado,perdidas,ajuste,centrales,autoproduccion,plant_trat_gas,refinerias,aceiteras_y_dest,coquerias,carboneras,altos_hornos,cons_prop,no_energetico,residencial,comercial_y_pub,transporte,agrop,industria
Hidraulica,2158.2,0,0,0,0,-21.4,0,-2126.9,-10,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuclear,1506,0,-0.4,0,0,0,0,-1505.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gas De Pozo,16178.3,1835.1,0,0,-716.4,-3135,-469.9,0,0,-12737.9,0,0,0,0,0,-954.3,0,0,0,0,0,0
Petroleo,24776,0,-162.9,0,0,0,-389.9,0,0,0,-24116.6,0,0,0,0,-106.6,0,0,0,0,0,0
Carbon Mineral,297.4,388,-99,0,0,0,56.1,-108.1,-37.7,0,0,0,-352.1,0,0,-56.3,0,0,0,0,0,-88.5
Leña,671.1,0,0,0,0,0,0,0,-23.1,0,0,0,0,-331.7,0,0,0,-316.3,0,0,0,0
Bagazo,607,0,0,0,0,0,0,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,-577
Aceites Vegetales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alcohol Vegetal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eolica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otros Primarios,712.2,0,0,0,0,0,0,0,-30.9,0,0,0,0,0,0,0,0,0,0,0,0,-681.3
Electricidad,0,0,0,-0.5,0,-535.4,0,3511.5,355.5,0,0,0,0,0,0,-132.5,0,-823.7,-610.1,-23.1,-27.2,-1714.6
Gas Distribuido,0,0,0,0,0,-529.1,0,-2631.5,-266.6,11478.1,0,0,0,0,0,-306.2,0,-2959,-1035.8,0,0,-3749.9
Gas De Refineria,0,0,0,0,0,0,-66.9,0,-58.5,0,516.3,0,0,0,0,-390.8,0,0,0,0,0,0
Gas Licuado,0,0,66.2,-58.5,0,0,-142.6,0,0,859.8,471.5,0,0,0,0,-7.7,0,-945.1,-123.3,0,-39.1,-81.2
Gasolina Estabilizada Petroleo Y Gas,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,-100,0,0,0,0,0
Otras Naftas,0,0,0,0,0,0,0,0,0,0,504.7,0,0,0,0,0,-504.7,0,0,0,0,0
Motonaftas,0,0,-6.8,-31.9,0,0,0,0,0,0,4350.3,0,0,0,0,0,0,0,0,-4311.7,0,0
Kerosene,0,109.7,55.4,-553.7,0,0,0,0,0,0,1160.8,0,0,0,0,0,0,-474,0,-298.2,0,0
Gasoil,0,0,-28.7,-556.2,0,0,0,-588.5,-57.4,0,6923.1,0,0,0,0,-4.9,0,0,-341.2,-3753.7,-1421.8,-170.6
Fueloil,0,0,-26.9,-1647.6,0,0,0,-1311.3,-357.5,0,5661.1,0,0,0,0,-750.1,0,-156.8,-78.4,-313.6,0,-1019
Carbon Residual,0,0,-39.3,-99.2,0,0,138.6,0,0,0,704.9,0,-268.2,0,0,-94.2,0,0,0,0,0,-342.6
No Energetico,0,83,14,-166,0,0,0,0,0,300,1238.8,0,24.1,0,169.1,0,-1662.9,0,0,0,0,0
Gas Coqueria,0,0,0,0,0,0,0,0,-88.8,0,0,0,104.3,0,0,-15.5,0,0,0,0,0,0
Gas Alto Horno,0,0,0,0,0,0,0,0,-66.6,0,0,0,0,0,180.1,-113.5,0,0,0,0,0,0
Coque De Carbon,0,0,-24.7,0,0,0,0,0,0,0,0,0,454.5,0,-367.6,0,0,0,0,0,0,-62.2
Carbon Vegetal,0,0,0,0,0,0,0,0,0,0,0,0,0,202.5,-150.3,0,0,-31.4,-20.9,0,0,0
Bioetanol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biodiesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pérdidas,0,0,0,0,0,0,0,4760.3,671.6,0,2585.2,0,37.4,129.2,168.6,0,0,0,0,0,0,0
