formas_de_energia,produccion,importacion,var_stock,exportacion,no_aprovechado,perdidas,ajuste,centrales,autoproduccion,plant_trat_gas,refinerias,aceiteras_y_dest,coquerias,carboneras,altos_hornos,cons_prop,no_energetico,residencial,comercial_y_pub,transporte,agrop,industria
Hidraulica,3680.5,0,0,0,0,-36.4,0,-3636.3,-7.7,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuclear,0,2283,0,0,0,0,0,-2282.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gas De Pozo,41501,1826.8,0,-133,-1148.9,-753.3,-37,0,0,-37116.4,0,0,0,0,0,-4139,0,0,0,0,0,0
Petroleo,30437.3,0,173,-4727.5,0,0,578,0,0,0,-26345.4,0,0,0,0,-115,0,0,0,0,0,0
Carbon Mineral,35.1,1252.5,22.1,-26.3,0,0,-125,-424.7,-14.3,0,0,0,-708.1,0,0,0,0,0,0,0,0,-10.6
Leña,815.8,0,0,0,0,0,0,0,-176.4,0,0,0,0,-388.6,0,0,0,-100.3,-50.2,0,0,-100.3
Bagazo,850.1,0,0,0,0,0,0,0,-153.7,0,0,0,0,0,0,0,0,0,0,0,0,-696.3
Aceites Vegetales,1717.4,0,0,0,0,0,0,0,0,0,0,-1717.4,0,0,0,0,0,0,0,0,0,0
Alcohol Vegetal,65.2,0,0,0,0,0,0,0,0,0,0,-65.2,0,0,0,0,0,0,0,0,0,0
Eolica,131.1,0,0,0,0,0,0,-2.2,0,0,0,0,0,0,0,0,0,0,0,0,-128.9,0
Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otros Primarios,339.5,0,0,0,0,0,0,0,-339.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Electricidad,0,885.7,0,-146.3,0,-1713.4,0,9517,1318.3,0,0,0,0,0,0,-352.1,0,-2937.5,-2285,-58,-75.3,-4153.5
Gas Distribuido,0,1152.7,0.8,-258.5,-114,-1917.8,0,-9561.1,-2012.7,32410.9,0,0,0,0,0,-1083.5,0,-8225,-1391.5,-2211.3,0,-6788.9
Gas De Refineria,0,0,0,0,0,0,44,0,-93.4,0,943.7,0,0,0,0,-894.6,0,0,0,0,0,0
Gas Licuado,0,0,34.6,-1433.9,0,0,0,0,0,2265,1464.4,0,0,0,0,-37.4,0,-1650.8,-275.1,0,-114.6,-252.2
Gasolina Estabilizada Petroleo Y Gas,0,0,0,-311.8,0,0,0,0,0,1300.9,-883.9,0,0,0,0,0,-105.1,0,0,0,0,0
Otras Naftas,0,30.9,0,-1450,0,0,0,0,0,0,2025.3,0,0,0,0,0,-606.2,0,0,0,0,0
Motonaftas,0,105.4,0,-13.4,0,0,0,0,0,0,4620.1,0,0,0,0,0,0,0,0,-4712,0,0
Kerosene,0,36,0,-921.1,0,0,0,0,0,0,1427,0,0,0,0,0,0,-45.8,0,-496,0,0
Gasoil,0,2646,127.7,-194.4,0,0,0,-1497.8,-52.7,0,10241.8,0,0,0,0,-4.5,0,0,-112.7,-7435.6,-3605.2,-112.7
Fueloil,0,652.7,92.3,-1555.4,0,0,0,-2197.9,-77.8,0,3503.8,0,0,0,0,-297.4,0,0,-16.8,-22.8,-32.5,-48.1
Carbon Residual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No Energetico,0,59,0,-148.9,0,0,0,0,0,1139.4,1132.7,0,21.2,0,537.3,0,-2740.7,0,0,0,0,0
Gas Coqueria,0,0,0,0,0,0,0,0,-8.9,0,0,0,106.2,0,0,-97.3,0,0,0,0,0,0
Gas Alto Horno,0,0,0,0,0,0,0,0,-137,0,0,0,0,0,572.3,-435.3,0,0,0,0,0,0
Coque De Carbon,0,0,0,0,0,0,0,0,0,0,950.7,0,531,0,-1168,0,-313.7,0,0,0,0,0
Carbon Vegetal,0,0,0,0,0,0,0,0,0,0,0,0,0,262.8,0,0,0,-157.7,-105.1,0,0,0
Bioetanol,0,0,0,0,0,0,-4,0,0,0,-59.7,63.3,0,0,0,0,0,0,0,0,0,0
Biodiesel,0,0,0,-1194.7,0,0,0,-0.4,0,0,-452.2,1647.3,0,0,0,0,0,0,0,0,0,0
Pérdidas,0,0,0,0,0,0,0,10086.1,1755.8,0.3,1431.8,72,49.6,125.8,58.4,0,0,0,0,0,0,0
