formas_de_energia,produccion,importacion,var_stock,exportacion,no_aprovechado,perdidas,ajuste,centrales,autoproduccion,plant_trat_gas,refinerias,aceiteras_y_dest,coquerias,carboneras,altos_hornos,cons_prop,no_energetico,residencial,comercial_y_pub,transporte,agrop,industria
Hidraulica,2622.7,0,0,0,0,-26,0,-2586.7,-10,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuclear,2403,0,-0.1,0,0,0,0,-2402.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gas De Pozo,22988.5,1422.6,0,0,-841.1,-2359.9,-397.6,0,0,-19767.2,0,0,0,0,0,-1045.4,0,0,0,0,0,0
Petroleo,30664.2,148.6,-779.4,-4479.4,0,0,-268.6,0,0,0,-25267.7,0,0,0,0,-17.8,0,0,0,0,0,0
Carbon Mineral,98.1,696,-19.8,0,0,0,-55.2,-179.7,-28.7,0,0,0,-440,0,0,-24.6,0,0,0,0,0,-46.1
Leña,689.8,0,0,0,0,0,0.6,0,-31.5,0,0,0,0,-402.4,0,0,0,-256.5,0,0,0,0
Bagazo,536,0,0,0,0,0,0,0,-18.9,0,0,0,0,0,0,0,0,0,0,0,0,-517.2
Aceites Vegetales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alcohol Vegetal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eolica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otros Primarios,741.1,0,0,0,0,0,0,0,-21.9,0,0,0,0,0,0,0,0,0,0,0,0,-719.2
Electricidad,0,127.7,0,-2.1,0,-1028.2,0,4976.5,344.2,0,0,0,0,0,0,-242,0,-1262.7,-828.6,-23.6,-33,-2028.1
Gas Distribuido,0,0,0,0,0,-834.4,0,-4923.6,-546.7,18308.5,0,0,0,0,0,-335.4,0,-4922.7,-1210.1,-630.8,0,-4904.8
Gas De Refineria,0,0,0,0,0,0,26,0,-43.2,0,711,0,0,0,0,-693.8,0,0,0,0,0,0
Gas Licuado,0,0,-106.9,-531,0,0,90.5,0,0,1004.2,828,0,0,0,0,-11.2,-19.7,-881.9,-155.9,0,-62.5,-153.5
Gasolina Estabilizada Petroleo Y Gas,0,0,0,0,0,0,0,0,0,160.1,0,0,0,0,0,0,-160.1,0,0,0,0,0
Otras Naftas,0,0,0,0,0,0,0,0,0,0,616.1,0,0,0,0,0,-616.1,0,0,0,0,0
Motonaftas,0,0,-175.8,-1323.7,0,0,0,0,0,0,5309.8,0,0,0,0,0,0,0,0,-3810.4,0,0
Kerosene,0,0,-111.7,-475.6,0,0,0,0,0,0,1214.7,0,0,0,0,0,0,-371.2,0,-256.1,0,0
Gasoil,0,227,-60.9,-1896.8,0,0,0,-308.1,-29.6,0,9154,0,0,0,0,-7.3,0,0,-141.6,-4671.7,-2123.5,-141.6
Fueloil,0,0,-7.4,-214.5,0,0,0,-1301,-238.9,0,2860.8,0,0,0,0,-991.9,0,0,-10.7,-10.7,-16.1,-69.6
Carbon Residual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No Energetico,0,64,46,-390,0,0,0,0,0,294.4,774.5,0,13.2,0,266.1,0,-1068.2,0,0,0,0,0
Gas Coqueria,0,0,0,0,0,0,0,0,-24,0,0,0,66,0,0,-42,0,0,0,0,0,0
Gas Alto Horno,0,0,0,0,0,0,0,0,-75.9,0,0,0,0,0,283.5,-207.6,0,0,0,0,0,0
Coque De Carbon,0,7.1,-486,-252.6,0,0,-26.1,0,0,0,1066.2,0,330,0,-578.5,0,-60.1,0,0,0,0,0
Carbon Vegetal,0,0,0,0,0,0,0,0,0,0,0,0,0,245.5,-46.7,0,0,-119.3,-79.5,0,0,0
Bioetanol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biodiesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pérdidas,0,0,0,0,0,0,0,6725.4,725,0,2732.7,0,30.8,157,75.6,0,0,0,0,0,0,0
