formas_de_energia,produccion,importacion,var_stock,exportacion,no_aprovechado,perdidas,ajuste,centrales,autoproduccion,plant_trat_gas,refinerias,aceiteras_y_dest,coquerias,carboneras,altos_hornos,cons_prop,no_energetico,residencial,comercial_y_pub,transporte,agrop,industria
Hidraulica,1594.4,0,0,0,0,-15.8,0,-1568.6,-10,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuclear,1036,0,-0.6,0,0,0,0,-1035.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gas De Pozo,11750.9,1822.4,0,0,-722.7,-2563.1,-349.5,0,0,-8978.9,0,0,0,0,0,-959.1,0,0,0,0,0,0
Petroleo,25674.2,1288.1,101.6,0,0,0,-83,0,0,0,-26881.3,0,0,0,0,-99.6,0,0,0,0,0,0
Carbon Mineral,291.4,508,15.6,0,0,0,25.1,-234,-40.6,0,0,0,-490.6,0,0,-56.3,0,0,0,0,0,-18.7
Leña,531,0,0,0,0,0,0,0,-5.1,0,0,0,0,-325.9,0,0,0,-190.9,0,0,0,-9
Bagazo,582,0,0,0,0,0,0,0,-21,0,0,0,0,0,0,0,0,0,0,0,0,-561
Aceites Vegetales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alcohol Vegetal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eolica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otros Primarios,749.1,0,0,0,0,0,0,0,-37.9,0,0,0,0,0,0,0,0,0,0,0,0,-711.2
Electricidad,0,4.4,0,-0.4,0,-407.6,0,3028.6,311.5,0,0,0,0,0,0,-123.9,0,-770.5,-536.8,-22.5,-32.5,-1450.3
Gas Distribuido,0,0,0,0,0,-342,0,-1885.9,-208,8202.6,0,0,0,0,0,-307.8,0,-1920.6,-602.6,0,0,-2935.7
Gas De Refineria,0,0,0,0,0,0,-44,0,-32.4,0,430.1,0,0,0,0,-353.7,0,0,0,0,0,0
Gas Licuado,0,0,-31.9,-3.5,0,0,209.3,0,0,586.3,391.2,0,0,0,0,-8.9,0,-945.1,-100.4,0,-31.3,-65.8
Gasolina Estabilizada Petroleo Y Gas,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,-90,0,0,0,0,0
Otras Naftas,0,0,0,0,0,0,0,0,0,0,503.4,0,0,0,0,0,-503.4,0,0,0,0,0
Motonaftas,0,263.5,72.1,-8.8,0,0,0,0,0,0,4990.4,0,0,0,0,0,0,0,0,-5317.2,0,0
Kerosene,0,98.6,29.4,-370.4,0,0,0,0,0,0,973.2,0,0,0,0,0,0,-532.7,0,-198.1,0,0
Gasoil,0,16.5,134.8,-1032.8,0,0,0,-600.6,-88.7,0,6731.3,0,0,0,0,-9.6,0,0,-309.1,-3399.6,-1236.2,-206
Fueloil,0,0,121.3,-2454.2,0,0,0,-2176.6,-451.9,0,7528.7,0,0,0,0,-939.5,0,-162.8,-81.4,-325.6,0,-1058.1
Carbon Residual,0,0,-81.5,-297.5,0,0,26.4,0,0,0,648.9,0,-52,0,0,-87.4,0,0,0,0,0,-157.1
No Energetico,0,61,3,-16,0,0,300,0,0,100,1232,0,26.2,0,193.4,0,-1899.7,0,0,0,0,0
Gas Coqueria,0,0,0,0,0,0,0,0,-4.8,0,0,0,100.5,0,0,-95.7,0,0,0,0,0,0
Gas Alto Horno,0,0,0,0,0,0,0,0,-49.9,0,0,0,0,0,206,-156.1,0,0,0,0,0,0
Coque De Carbon,0,39.6,26.2,2.1,0,0,0,0,0,0,0,0,357.6,0,-420.5,0,0,0,0,0,0,-4.9
Carbon Vegetal,0,0,0,0,0,0,0,0,0,0,0,0,0,197.9,-108.3,0,0,-53.8,-35.8,0,0,0
Bioetanol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biodiesel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pérdidas,0,0,0,0,0,0,0,4472.6,639,0,3452,0,58.4,128.1,129.3,0,0,0,0,0,0,0
