ano,forma_de_energia,concepto,ktep_redond
1962,Alcohol Vegetal,Transformacion,0
1963,Alcohol Vegetal,Transformacion,0
1964,Alcohol Vegetal,Transformacion,0
1965,Alcohol Vegetal,Transformacion,0
1966,Alcohol Vegetal,Transformacion,0
1967,Alcohol Vegetal,Transformacion,0
1968,Alcohol Vegetal,Transformacion,0
1969,Alcohol Vegetal,Transformacion,0
1970,Alcohol Vegetal,Transformacion,0
1971,Alcohol Vegetal,Transformacion,0
1972,Alcohol Vegetal,Transformacion,0
1973,Alcohol Vegetal,Transformacion,0
1974,Alcohol Vegetal,Transformacion,0
1975,Alcohol Vegetal,Transformacion,0
1976,Alcohol Vegetal,Transformacion,0
1977,Alcohol Vegetal,Transformacion,0
1978,Alcohol Vegetal,Transformacion,0
1979,Alcohol Vegetal,Transformacion,0
1980,Alcohol Vegetal,Transformacion,0
1981,Alcohol Vegetal,Transformacion,0
1982,Alcohol Vegetal,Transformacion,0
1983,Alcohol Vegetal,Transformacion,0
1984,Alcohol Vegetal,Transformacion,0
1985,Alcohol Vegetal,Transformacion,0
1986,Alcohol Vegetal,Transformacion,0
1987,Alcohol Vegetal,Transformacion,0
1988,Alcohol Vegetal,Transformacion,0
1989,Alcohol Vegetal,Transformacion,0
1990,Alcohol Vegetal,Transformacion,0
1991,Alcohol Vegetal,Transformacion,0
1992,Alcohol Vegetal,Transformacion,0
1993,Alcohol Vegetal,Transformacion,0
1994,Alcohol Vegetal,Transformacion,0
1995,Alcohol Vegetal,Transformacion,0
1996,Alcohol Vegetal,Transformacion,0
1997,Alcohol Vegetal,Transformacion,0
1998,Alcohol Vegetal,Transformacion,0
1999,Alcohol Vegetal,Transformacion,0
2000,Alcohol Vegetal,Transformacion,0
2001,Alcohol Vegetal,Transformacion,0
2002,Alcohol Vegetal,Transformacion,0
2003,Alcohol Vegetal,Transformacion,0
2004,Alcohol Vegetal,Transformacion,0
2005,Alcohol Vegetal,Transformacion,0
2006,Alcohol Vegetal,Transformacion,0
2007,Alcohol Vegetal,Transformacion,0
2008,Alcohol Vegetal,Transformacion,0
2009,Alcohol Vegetal,Transformacion,-12.2
2010,Alcohol Vegetal,Transformacion,-65.2
2011,Alcohol Vegetal,Transformacion,-90.6
2012,Alcohol Vegetal,Transformacion,-130.7
2013,Alcohol Vegetal,Transformacion,-246.5
2014,Alcohol Vegetal,Transformacion,-350.2
2015,Alcohol Vegetal,Transformacion,-425.4
1960,Alcohol Vegetal,Consumo,0
1961,Alcohol Vegetal,Consumo,0
1962,Alcohol Vegetal,Consumo,0
1963,Alcohol Vegetal,Consumo,0
1964,Alcohol Vegetal,Consumo,0
1965,Alcohol Vegetal,Consumo,0
1966,Alcohol Vegetal,Consumo,0
1967,Alcohol Vegetal,Consumo,0
1968,Alcohol Vegetal,Consumo,0
1969,Alcohol Vegetal,Consumo,0
1970,Alcohol Vegetal,Consumo,0
1971,Alcohol Vegetal,Consumo,0
1972,Alcohol Vegetal,Consumo,0
1973,Alcohol Vegetal,Consumo,0
1974,Alcohol Vegetal,Consumo,0
1975,Alcohol Vegetal,Consumo,0
1976,Alcohol Vegetal,Consumo,0
1977,Alcohol Vegetal,Consumo,0
1978,Alcohol Vegetal,Consumo,0
1979,Alcohol Vegetal,Consumo,0
1980,Alcohol Vegetal,Consumo,0
1981,Alcohol Vegetal,Consumo,0
1982,Alcohol Vegetal,Consumo,0
1983,Alcohol Vegetal,Consumo,0
1984,Alcohol Vegetal,Consumo,0
1985,Alcohol Vegetal,Consumo,0
1986,Alcohol Vegetal,Consumo,0
1987,Alcohol Vegetal,Consumo,0
1988,Alcohol Vegetal,Consumo,0
1989,Alcohol Vegetal,Consumo,0
1990,Alcohol Vegetal,Consumo,0
1991,Alcohol Vegetal,Consumo,0
1992,Alcohol Vegetal,Consumo,0
1993,Alcohol Vegetal,Consumo,0
1994,Alcohol Vegetal,Consumo,0
1995,Alcohol Vegetal,Consumo,0
1996,Alcohol Vegetal,Consumo,0
1997,Alcohol Vegetal,Consumo,0
1998,Alcohol Vegetal,Consumo,0
1999,Alcohol Vegetal,Consumo,0
2000,Alcohol Vegetal,Consumo,0
2001,Alcohol Vegetal,Consumo,0
2002,Alcohol Vegetal,Consumo,0
2003,Alcohol Vegetal,Consumo,0
2004,Alcohol Vegetal,Consumo,0
2005,Alcohol Vegetal,Consumo,0
2006,Alcohol Vegetal,Consumo,0
2007,Alcohol Vegetal,Consumo,0
2008,Alcohol Vegetal,Consumo,0
2009,Alcohol Vegetal,Consumo,0
2010,Alcohol Vegetal,Consumo,0
2011,Alcohol Vegetal,Consumo,0
2012,Alcohol Vegetal,Consumo,0
2013,Alcohol Vegetal,Consumo,0
2014,Alcohol Vegetal,Consumo,0
2015,Alcohol Vegetal,Consumo,0
1960,Eolica,Oferta,0
1961,Eolica,Oferta,0
1962,Eolica,Oferta,0
1963,Eolica,Oferta,0
1964,Eolica,Oferta,0
1965,Eolica,Oferta,0
1966,Eolica,Oferta,0
1967,Eolica,Oferta,0
1968,Eolica,Oferta,0
1969,Eolica,Oferta,0
1970,Eolica,Oferta,0
1971,Eolica,Oferta,0
1972,Eolica,Oferta,0
1973,Eolica,Oferta,0
1974,Eolica,Oferta,0
1975,Eolica,Oferta,0
1976,Eolica,Oferta,0
1977,Eolica,Oferta,0
1978,Eolica,Oferta,0
1979,Eolica,Oferta,0
1980,Eolica,Oferta,0
1981,Eolica,Oferta,0
1982,Eolica,Oferta,0
1983,Eolica,Oferta,0
1984,Eolica,Oferta,0
1985,Eolica,Oferta,0
1986,Eolica,Oferta,0
1987,Eolica,Oferta,0
1988,Eolica,Oferta,0
1989,Eolica,Oferta,0
1990,Eolica,Oferta,0
1991,Eolica,Oferta,0
1992,Eolica,Oferta,0
1993,Eolica,Oferta,0
1994,Eolica,Oferta,0
1995,Eolica,Oferta,0
1996,Eolica,Oferta,0
1997,Eolica,Oferta,0
1998,Eolica,Oferta,0
1999,Eolica,Oferta,0
2000,Eolica,Oferta,0
2001,Eolica,Oferta,0
2002,Eolica,Oferta,0
2003,Eolica,Oferta,0
2004,Eolica,Oferta,135.2
2005,Eolica,Oferta,135.2
2006,Eolica,Oferta,135
2007,Eolica,Oferta,134.2
2008,Eolica,Oferta,132.5
2009,Eolica,Oferta,132.1
2010,Eolica,Oferta,131.1
2011,Eolica,Oferta,131.3
2012,Eolica,Oferta,160.8
2013,Eolica,Oferta,168
2014,Eolica,Oferta,182.2
2015,Eolica,Oferta,180
1960,Eolica,Transformacion,0
1961,Eolica,Transformacion,0
1962,Eolica,Transformacion,0
1963,Eolica,Transformacion,0
1964,Eolica,Transformacion,0
1965,Eolica,Transformacion,0
1966,Eolica,Transformacion,0
1967,Eolica,Transformacion,0
1968,Eolica,Transformacion,0
1969,Eolica,Transformacion,0
1970,Eolica,Transformacion,0
1971,Eolica,Transformacion,0
1972,Eolica,Transformacion,0
1973,Eolica,Transformacion,0
1974,Eolica,Transformacion,0
1975,Eolica,Transformacion,0
1976,Eolica,Transformacion,0
1977,Eolica,Transformacion,0
1978,Eolica,Transformacion,0
1979,Eolica,Transformacion,0
1980,Eolica,Transformacion,0
1981,Eolica,Transformacion,0
1982,Eolica,Transformacion,0
1983,Eolica,Transformacion,0
1984,Eolica,Transformacion,0
1985,Eolica,Transformacion,0
1986,Eolica,Transformacion,0
1987,Eolica,Transformacion,0
1988,Eolica,Transformacion,0
1989,Eolica,Transformacion,0
1990,Eolica,Transformacion,0
1991,Eolica,Transformacion,0
1992,Eolica,Transformacion,0
1993,Eolica,Transformacion,0
1994,Eolica,Transformacion,0
1995,Eolica,Transformacion,0
1996,Eolica,Transformacion,0
1997,Eolica,Transformacion,0
1998,Eolica,Transformacion,0
1999,Eolica,Transformacion,0
2000,Eolica,Transformacion,0
2001,Eolica,Transformacion,0
2002,Eolica,Transformacion,0
2003,Eolica,Transformacion,0
2004,Eolica,Transformacion,-6.2
2005,Eolica,Transformacion,-6.2
2006,Eolica,Transformacion,-6
2007,Eolica,Transformacion,-5.3
2008,Eolica,Transformacion,-3.6
2009,Eolica,Transformacion,-3.2
2010,Eolica,Transformacion,-2.2
2011,Eolica,Transformacion,-2.3
2012,Eolica,Transformacion,-31.9
2013,Eolica,Transformacion,-39.1
2014,Eolica,Transformacion,-53.3
2015,Eolica,Transformacion,-51
1960,Eolica,Consumo,0
1961,Eolica,Consumo,0
1962,Eolica,Consumo,0
1963,Eolica,Consumo,0
1964,Eolica,Consumo,0
1965,Eolica,Consumo,0
1966,Eolica,Consumo,0
1967,Eolica,Consumo,0
1968,Eolica,Consumo,0
1969,Eolica,Consumo,0
1970,Eolica,Consumo,0
1971,Eolica,Consumo,0
1972,Eolica,Consumo,0
1973,Eolica,Consumo,0
1974,Eolica,Consumo,0
1975,Eolica,Consumo,0
1976,Eolica,Consumo,0
1977,Eolica,Consumo,0
1978,Eolica,Consumo,0
1979,Eolica,Consumo,0
1980,Eolica,Consumo,0
1981,Eolica,Consumo,0
1982,Eolica,Consumo,0
1983,Eolica,Consumo,0
1984,Eolica,Consumo,0
1985,Eolica,Consumo,0
1986,Eolica,Consumo,0
1987,Eolica,Consumo,0
1988,Eolica,Consumo,0
1989,Eolica,Consumo,0
1990,Eolica,Consumo,0
1991,Eolica,Consumo,0
1992,Eolica,Consumo,0
1993,Eolica,Consumo,0
1994,Eolica,Consumo,0
1995,Eolica,Consumo,0
1996,Eolica,Consumo,0
1997,Eolica,Consumo,0
1998,Eolica,Consumo,0
1999,Eolica,Consumo,0
2000,Eolica,Consumo,0
2001,Eolica,Consumo,0
2002,Eolica,Consumo,0
2003,Eolica,Consumo,0
2004,Eolica,Consumo,-129
2005,Eolica,Consumo,-129
2006,Eolica,Consumo,-129
2007,Eolica,Consumo,-128.9
2008,Eolica,Consumo,-128.9
2009,Eolica,Consumo,-128.9
2010,Eolica,Consumo,-128.9
2011,Eolica,Consumo,-128.9
2012,Eolica,Consumo,-128.9
2013,Eolica,Consumo,-128.9
2014,Eolica,Consumo,-128.9
2015,Eolica,Consumo,-128.9
1960,Solar,Oferta,0
1961,Solar,Oferta,0
1962,Solar,Oferta,0
1963,Solar,Oferta,0
1964,Solar,Oferta,0
1965,Solar,Oferta,0
1966,Solar,Oferta,0
1967,Solar,Oferta,0
1968,Solar,Oferta,0
1969,Solar,Oferta,0
1970,Solar,Oferta,0
1971,Solar,Oferta,0
1972,Solar,Oferta,0
1973,Solar,Oferta,0
1974,Solar,Oferta,0
1975,Solar,Oferta,0
1976,Solar,Oferta,0
1977,Solar,Oferta,0
1978,Solar,Oferta,0
1979,Solar,Oferta,0
1980,Solar,Oferta,0
1981,Solar,Oferta,0
1982,Solar,Oferta,0
1983,Solar,Oferta,0
1984,Solar,Oferta,0
1985,Solar,Oferta,0
1986,Solar,Oferta,0
1987,Solar,Oferta,0
1988,Solar,Oferta,0
1989,Solar,Oferta,0
1990,Solar,Oferta,0
1991,Solar,Oferta,0
1992,Solar,Oferta,0
1993,Solar,Oferta,0
1994,Solar,Oferta,0
1995,Solar,Oferta,0
1996,Solar,Oferta,0
1997,Solar,Oferta,0
1998,Solar,Oferta,0
1999,Solar,Oferta,0
2000,Solar,Oferta,0
2001,Solar,Oferta,0
2002,Solar,Oferta,0
2003,Solar,Oferta,0
2004,Solar,Oferta,0
2005,Solar,Oferta,0
2006,Solar,Oferta,0
2007,Solar,Oferta,0
2008,Solar,Oferta,0
2009,Solar,Oferta,0
2010,Solar,Oferta,0
2011,Solar,Oferta,0.1
2012,Solar,Oferta,0.7
2013,Solar,Oferta,1.3
2014,Solar,Oferta,1.4
2015,Solar,Oferta,1.3
1960,Solar,Transformacion,0
1961,Solar,Transformacion,0
1962,Solar,Transformacion,0
1963,Solar,Transformacion,0
1964,Solar,Transformacion,0
1965,Solar,Transformacion,0
1966,Solar,Transformacion,0
1967,Solar,Transformacion,0
1968,Solar,Transformacion,0
1969,Solar,Transformacion,0
1970,Solar,Transformacion,0
1971,Solar,Transformacion,0
1972,Solar,Transformacion,0
1973,Solar,Transformacion,0
1974,Solar,Transformacion,0
1975,Solar,Transformacion,0
1976,Solar,Transformacion,0
1977,Solar,Transformacion,0
1978,Solar,Transformacion,0
1979,Solar,Transformacion,0
1980,Solar,Transformacion,0
1981,Solar,Transformacion,0
1982,Solar,Transformacion,0
1983,Solar,Transformacion,0
1984,Solar,Transformacion,0
1985,Solar,Transformacion,0
1986,Solar,Transformacion,0
1987,Solar,Transformacion,0
1988,Solar,Transformacion,0
1989,Solar,Transformacion,0
1990,Solar,Transformacion,0
1991,Solar,Transformacion,0
1992,Solar,Transformacion,0
1993,Solar,Transformacion,0
1994,Solar,Transformacion,0
1995,Solar,Transformacion,0
1996,Solar,Transformacion,0
1997,Solar,Transformacion,0
1998,Solar,Transformacion,0
1999,Solar,Transformacion,0
2000,Solar,Transformacion,0
2001,Solar,Transformacion,0
2002,Solar,Transformacion,0
2003,Solar,Transformacion,0
2004,Solar,Transformacion,0
2005,Solar,Transformacion,0
2006,Solar,Transformacion,0
2007,Solar,Transformacion,0
2008,Solar,Transformacion,0
2009,Solar,Transformacion,0
2010,Solar,Transformacion,0
2011,Solar,Transformacion,-0.1
2012,Solar,Transformacion,-0.7
2013,Solar,Transformacion,-1.3
2014,Solar,Transformacion,-1.4
2015,Solar,Transformacion,-1.3
1960,Solar,Consumo,0
1961,Solar,Consumo,0
1962,Solar,Consumo,0
1963,Solar,Consumo,0
1964,Solar,Consumo,0
1965,Solar,Consumo,0
1966,Solar,Consumo,0
1967,Solar,Consumo,0
1968,Solar,Consumo,0
1969,Solar,Consumo,0
1970,Solar,Consumo,0
1971,Solar,Consumo,0
1972,Solar,Consumo,0
1973,Solar,Consumo,0
1974,Solar,Consumo,0
1975,Solar,Consumo,0
1976,Solar,Consumo,0
1977,Solar,Consumo,0
1978,Solar,Consumo,0
1979,Solar,Consumo,0
1980,Solar,Consumo,0
1981,Solar,Consumo,0
1982,Solar,Consumo,0
1983,Solar,Consumo,0
1984,Solar,Consumo,0
1985,Solar,Consumo,0
1986,Solar,Consumo,0
1987,Solar,Consumo,0
1988,Solar,Consumo,0
1989,Solar,Consumo,0
1990,Solar,Consumo,0
1991,Solar,Consumo,0
1992,Solar,Consumo,0
1993,Solar,Consumo,0
1994,Solar,Consumo,0
1995,Solar,Consumo,0
1996,Solar,Consumo,0
1997,Solar,Consumo,0
1998,Solar,Consumo,0
1999,Solar,Consumo,0
2000,Solar,Consumo,0
2001,Solar,Consumo,0
2002,Solar,Consumo,0
2003,Solar,Consumo,0
2004,Solar,Consumo,0
2005,Solar,Consumo,0
2006,Solar,Consumo,0
2007,Solar,Consumo,0
2008,Solar,Consumo,0
2009,Solar,Consumo,0
2010,Solar,Consumo,0
2011,Solar,Consumo,0
2012,Solar,Consumo,0
2013,Solar,Consumo,0
2014,Solar,Consumo,0
2015,Solar,Consumo,0
1960,Otros Primarios,Oferta,1289
1961,Otros Primarios,Oferta,1206.3
1962,Otros Primarios,Oferta,1242.5
1963,Otros Primarios,Oferta,1373.4
1964,Otros Primarios,Oferta,1333.8
1965,Otros Primarios,Oferta,1262.9
1966,Otros Primarios,Oferta,1260.9
1967,Otros Primarios,Oferta,1067.4
1968,Otros Primarios,Oferta,1073.6
1969,Otros Primarios,Oferta,1134.2
1970,Otros Primarios,Oferta,864.8
1971,Otros Primarios,Oferta,855.9
1972,Otros Primarios,Oferta,682.3
1973,Otros Primarios,Oferta,586.5
1974,Otros Primarios,Oferta,613.5
1975,Otros Primarios,Oferta,568.6
1976,Otros Primarios,Oferta,513.7
1977,Otros Primarios,Oferta,590.5
1978,Otros Primarios,Oferta,609.5
1979,Otros Primarios,Oferta,636.4
1980,Otros Primarios,Oferta,598.5
1981,Otros Primarios,Oferta,749.1
1982,Otros Primarios,Oferta,677.3
1983,Otros Primarios,Oferta,738.2
1984,Otros Primarios,Oferta,712.2
1985,Otros Primarios,Oferta,703.2
1986,Otros Primarios,Oferta,744.1
1987,Otros Primarios,Oferta,811
1988,Otros Primarios,Oferta,650.4
1989,Otros Primarios,Oferta,571.6
1990,Otros Primarios,Oferta,720.2
1991,Otros Primarios,Oferta,872.8
1992,Otros Primarios,Oferta,770.1
1993,Otros Primarios,Oferta,741.1
1994,Otros Primarios,Oferta,448.9
1995,Otros Primarios,Oferta,455.4
1996,Otros Primarios,Oferta,443.1
1997,Otros Primarios,Oferta,466.8
1998,Otros Primarios,Oferta,459.1
1999,Otros Primarios,Oferta,530.7
2000,Otros Primarios,Oferta,504.7
2001,Otros Primarios,Oferta,429.9
2002,Otros Primarios,Oferta,411
2003,Otros Primarios,Oferta,356.1
2004,Otros Primarios,Oferta,371.2
2005,Otros Primarios,Oferta,330.9
2006,Otros Primarios,Oferta,278.6
2007,Otros Primarios,Oferta,249.1
2008,Otros Primarios,Oferta,290.9
2009,Otros Primarios,Oferta,304.5
2010,Otros Primarios,Oferta,339.5
2011,Otros Primarios,Oferta,341.4
2012,Otros Primarios,Oferta,358.2
2013,Otros Primarios,Oferta,370.8
2014,Otros Primarios,Oferta,405.3
2015,Otros Primarios,Oferta,365.3
1960,Otros Primarios,Transformacion,0
1961,Otros Primarios,Transformacion,0
1962,Otros Primarios,Transformacion,0
1963,Otros Primarios,Transformacion,0
1964,Otros Primarios,Transformacion,0
1965,Otros Primarios,Transformacion,0
1966,Otros Primarios,Transformacion,0
1967,Otros Primarios,Transformacion,0
1968,Otros Primarios,Transformacion,0
1969,Otros Primarios,Transformacion,0
1970,Otros Primarios,Transformacion,-23.9
1971,Otros Primarios,Transformacion,-24.9
1972,Otros Primarios,Transformacion,-27.9
1973,Otros Primarios,Transformacion,-21.9
1974,Otros Primarios,Transformacion,-20.9
1975,Otros Primarios,Transformacion,-20
1976,Otros Primarios,Transformacion,-22.9
1977,Otros Primarios,Transformacion,-25.9
1978,Otros Primarios,Transformacion,-25.9
1979,Otros Primarios,Transformacion,-46.9
1980,Otros Primarios,Transformacion,-44.9
1981,Otros Primarios,Transformacion,-37.9
1982,Otros Primarios,Transformacion,-37.9
1983,Otros Primarios,Transformacion,-77.8
1984,Otros Primarios,Transformacion,-30.9
1985,Otros Primarios,Transformacion,-28.9
1986,Otros Primarios,Transformacion,-29.9
1987,Otros Primarios,Transformacion,-13
1988,Otros Primarios,Transformacion,-22.9
1989,Otros Primarios,Transformacion,-18
1990,Otros Primarios,Transformacion,-66.8
1991,Otros Primarios,Transformacion,-57.9
1992,Otros Primarios,Transformacion,-55.9
1993,Otros Primarios,Transformacion,-21.9
1994,Otros Primarios,Transformacion,-28.9
1995,Otros Primarios,Transformacion,-40.9
1996,Otros Primarios,Transformacion,-67.8
1997,Otros Primarios,Transformacion,-32.9
1998,Otros Primarios,Transformacion,-43.9
1999,Otros Primarios,Transformacion,-75.8
2000,Otros Primarios,Transformacion,-109.7
2001,Otros Primarios,Transformacion,-100.7
2002,Otros Primarios,Transformacion,-147.6
2003,Otros Primarios,Transformacion,-158.6
2004,Otros Primarios,Transformacion,-239.5
2005,Otros Primarios,Transformacion,-265
2006,Otros Primarios,Transformacion,-278.6
2007,Otros Primarios,Transformacion,-249.1
2008,Otros Primarios,Transformacion,-290.9
2009,Otros Primarios,Transformacion,-304.5
2010,Otros Primarios,Transformacion,-339.5
2011,Otros Primarios,Transformacion,-341.4
2012,Otros Primarios,Transformacion,-358.2
2013,Otros Primarios,Transformacion,-370.8
2014,Otros Primarios,Transformacion,-405.3
2015,Otros Primarios,Transformacion,-365.3
1960,Otros Primarios,Consumo,-1289
1961,Otros Primarios,Consumo,-1206.3
1962,Otros Primarios,Consumo,-1242.5
1963,Otros Primarios,Consumo,-1373.4
1964,Otros Primarios,Consumo,-1333.8
1965,Otros Primarios,Consumo,-1262.9
1966,Otros Primarios,Consumo,-1260.9
1967,Otros Primarios,Consumo,-1067.4
1968,Otros Primarios,Consumo,-1073.6
1969,Otros Primarios,Consumo,-1134.2
1970,Otros Primarios,Consumo,-840.9
1971,Otros Primarios,Consumo,-830.9
1972,Otros Primarios,Consumo,-654.4
1973,Otros Primarios,Consumo,-564.6
1974,Otros Primarios,Consumo,-592.5
1975,Otros Primarios,Consumo,-548.6
1976,Otros Primarios,Consumo,-490.8
1977,Otros Primarios,Consumo,-564.6
1978,Otros Primarios,Consumo,-583.5
1979,Otros Primarios,Consumo,-589.5
1980,Otros Primarios,Consumo,-553.6
1981,Otros Primarios,Consumo,-711.2
1982,Otros Primarios,Consumo,-639.4
1983,Otros Primarios,Consumo,-660.3
1984,Otros Primarios,Consumo,-681.3
1985,Otros Primarios,Consumo,-674.3
1986,Otros Primarios,Consumo,-714.2
1987,Otros Primarios,Consumo,-798
1988,Otros Primarios,Consumo,-627.4
1989,Otros Primarios,Consumo,-553.6
1990,Otros Primarios,Consumo,-653.4
1991,Otros Primarios,Consumo,-815
1992,Otros Primarios,Consumo,-714.2
1993,Otros Primarios,Consumo,-719.2
1994,Otros Primarios,Consumo,-419.9
1995,Otros Primarios,Consumo,-414.5
1996,Otros Primarios,Consumo,-375.2
1997,Otros Primarios,Consumo,-433.9
1998,Otros Primarios,Consumo,-415.2
1999,Otros Primarios,Consumo,-454.9
2000,Otros Primarios,Consumo,-395
2001,Otros Primarios,Consumo,-329.2
2002,Otros Primarios,Consumo,-263.3
2003,Otros Primarios,Consumo,-197.5
2004,Otros Primarios,Consumo,-131.7
2005,Otros Primarios,Consumo,-65.8
2006,Otros Primarios,Consumo,0
2007,Otros Primarios,Consumo,0
2008,Otros Primarios,Consumo,0
2009,Otros Primarios,Consumo,0
2010,Otros Primarios,Consumo,0
2011,Otros Primarios,Consumo,0
2012,Otros Primarios,Consumo,0
2013,Otros Primarios,Consumo,0
2014,Otros Primarios,Consumo,0
2015,Otros Primarios,Consumo,0
1960,Electricidad,Oferta,-102.2
1961,Electricidad,Oferta,-118.1
1962,Electricidad,Oferta,-124.7
1963,Electricidad,Oferta,-118.4
1964,Electricidad,Oferta,-140
1965,Electricidad,Oferta,-146.3
1966,Electricidad,Oferta,-147.3
1967,Electricidad,Oferta,-155.4
1968,Electricidad,Oferta,-165.2
1969,Electricidad,Oferta,-173.6
1970,Electricidad,Oferta,-191.9
1971,Electricidad,Oferta,-219.4
1972,Electricidad,Oferta,-219.9
1973,Electricidad,Oferta,-227.7
1974,Electricidad,Oferta,-258.2
1975,Electricidad,Oferta,-264.1
1976,Electricidad,Oferta,-264.4
1977,Electricidad,Oferta,-302.3
1978,Electricidad,Oferta,-324.7
1979,Electricidad,Oferta,-350.4
1980,Electricidad,Oferta,-415.7
1981,Electricidad,Oferta,-403.6
1982,Electricidad,Oferta,-445.1
1983,Electricidad,Oferta,-517.4
1984,Electricidad,Oferta,-535.9
1985,Electricidad,Oferta,-613.6
1986,Electricidad,Oferta,-667.7
1987,Electricidad,Oferta,-694.1
1988,Electricidad,Oferta,-686.7
1989,Electricidad,Oferta,-718
1990,Electricidad,Oferta,-707.7
1991,Electricidad,Oferta,-783
1992,Electricidad,Oferta,-728.4
1993,Electricidad,Oferta,-902.6
1994,Electricidad,Oferta,-895.1
1995,Electricidad,Oferta,-737.6
1996,Electricidad,Oferta,-708.8
1997,Electricidad,Oferta,-552.4
1998,Electricidad,Oferta,-259.6
1999,Electricidad,Oferta,-557.5
2000,Electricidad,Oferta,-958.7
2001,Electricidad,Oferta,-980.2
2002,Electricidad,Oferta,-646.4
2003,Electricidad,Oferta,-838.2
2004,Electricidad,Oferta,-1089.5
2005,Electricidad,Oferta,-1104.4
2006,Electricidad,Oferta,-1228.6
2007,Electricidad,Oferta,-828.6
2008,Electricidad,Oferta,-1090.1
2009,Electricidad,Oferta,-1105.2
2010,Electricidad,Oferta,-973.9
2011,Electricidad,Oferta,-798.7
2012,Electricidad,Oferta,-1121.8
2013,Electricidad,Oferta,-1224
2014,Electricidad,Oferta,-683.2
2015,Electricidad,Oferta,-766
1960,Electricidad,Transformacion,905.8
1961,Electricidad,Transformacion,981.3
1962,Electricidad,Transformacion,1017
1963,Electricidad,Transformacion,1060.6
1964,Electricidad,Transformacion,1193.8
1965,Electricidad,Transformacion,1317.9
1966,Electricidad,Transformacion,1362.9
1967,Electricidad,Transformacion,1475.9
1968,Electricidad,Transformacion,1605.5
1969,Electricidad,Transformacion,1714.4
1970,Electricidad,Transformacion,1868.4
1971,Electricidad,Transformacion,2031.6
1972,Electricidad,Transformacion,2176.4
1973,Electricidad,Transformacion,2292.9
1974,Electricidad,Transformacion,2403.6
1975,Electricidad,Transformacion,2522.2
1976,Electricidad,Transformacion,2598.6
1977,Electricidad,Transformacion,2787.5
1978,Electricidad,Transformacion,2875.3
1979,Electricidad,Transformacion,3237.1
1980,Electricidad,Transformacion,3414.7
1981,Electricidad,Transformacion,3340.1
1982,Electricidad,Transformacion,3430.2
1983,Electricidad,Transformacion,3698.2
1984,Electricidad,Transformacion,3867
1985,Electricidad,Transformacion,3896.1
1986,Electricidad,Transformacion,4215.9
1987,Electricidad,Transformacion,4481.9
1988,Electricidad,Transformacion,4515
1989,Electricidad,Transformacion,4374.2
1990,Electricidad,Transformacion,4386.4
1991,Electricidad,Transformacion,4631.5
1992,Electricidad,Transformacion,4825.2
1993,Electricidad,Transformacion,5320.7
1994,Electricidad,Transformacion,5643.5
1995,Electricidad,Transformacion,5776.6
1996,Electricidad,Transformacion,5999.3
1997,Electricidad,Transformacion,6231.8
1998,Electricidad,Transformacion,6378.6
1999,Electricidad,Transformacion,6944
2000,Electricidad,Transformacion,7652.1
2001,Electricidad,Transformacion,7751.8
2002,Electricidad,Transformacion,7274.7
2003,Electricidad,Transformacion,7917.1
2004,Electricidad,Transformacion,8622.4
2005,Electricidad,Transformacion,9094.5
2006,Electricidad,Transformacion,9754.4
2007,Electricidad,Transformacion,9763.2
2008,Electricidad,Transformacion,10483.9
2009,Electricidad,Transformacion,10520
2010,Electricidad,Transformacion,10835.3
2011,Electricidad,Transformacion,11135.6
2012,Electricidad,Transformacion,11698.9
2013,Electricidad,Transformacion,11992
2014,Electricidad,Transformacion,11915.4
2015,Electricidad,Transformacion,12506.3
1960,Electricidad,Consumo,-803.6
1961,Electricidad,Consumo,-863.2
1962,Electricidad,Consumo,-892.3
1963,Electricidad,Consumo,-942.3
1964,Electricidad,Consumo,-1053.8
1965,Electricidad,Consumo,-1171.5
1966,Electricidad,Consumo,-1215.6
1967,Electricidad,Consumo,-1320.5
1968,Electricidad,Consumo,-1440.3
1969,Electricidad,Consumo,-1540.8
1970,Electricidad,Consumo,-1676.5
1971,Electricidad,Consumo,-1812.3
1972,Electricidad,Consumo,-1956.5
1973,Electricidad,Consumo,-2065.1
1974,Electricidad,Consumo,-2145.4
1975,Electricidad,Consumo,-2258.1
1976,Electricidad,Consumo,-2334.2
1977,Electricidad,Consumo,-2485.2
1978,Electricidad,Consumo,-2550.6
1979,Electricidad,Consumo,-2886.7
1980,Electricidad,Consumo,-2999
1981,Electricidad,Consumo,-2936.5
1982,Electricidad,Consumo,-2985.2
1983,Electricidad,Consumo,-3180.8
1984,Electricidad,Consumo,-3331.2
1985,Electricidad,Consumo,-3282.5
1986,Electricidad,Consumo,-3548.2
1987,Electricidad,Consumo,-3787.8
1988,Electricidad,Consumo,-3828.3
1989,Electricidad,Consumo,-3656.2
1990,Electricidad,Consumo,-3678.7
1991,Electricidad,Consumo,-3848.5
1992,Electricidad,Consumo,-4096.8
1993,Electricidad,Consumo,-4418.1
1994,Electricidad,Consumo,-4748.4
1995,Electricidad,Consumo,-5039
1996,Electricidad,Consumo,-5290.5
1997,Electricidad,Consumo,-5679.4
1998,Electricidad,Consumo,-6119
1999,Electricidad,Consumo,-6386.6
2000,Electricidad,Consumo,-6693.4
2001,Electricidad,Consumo,-6771.6
2002,Electricidad,Consumo,-6628.3
2003,Electricidad,Consumo,-7079
